python_version,python_executable,numpy_version,pandas_version,torch_installed,torch_version,torch_import_successful,torch_error,cuda_build_version,cuda_available,cudnn_version,gpu_count,gpu_names,gpu_total_memory_gib,system_nvidia_gpu_count,system_nvidia_gpu_names,system_nvidia_gpu_memory_mib,system_nvidia_driver_versions,transformers_installed,transformers_version,transformers_import_successful,transformers_error,huggingface_hub_version,esm_architecture_supported,auto_config_esm_supported,target_model_id,expected_embedding_dimensions,model_download_attempted,cache_directory,cache_writable,disk_free_gib,peptides,development_peptides,test_peptides,minimum_sequence_length,maximum_sequence_length,mean_sequence_length,invalid_amino_acid_rows,sequences_ready,esm2_max_residues_checked,all_sequences_within_limit,recommended_device,environment_ready_without_model_download
3.11.15,C:\Users\Administrator\.conda\envs\acp_esm2\python.exe,2.4.6,3.0.5,True,2.5.0+cu121,True,,12.1,True,90100,1,NVIDIA GeForce RTX 3080,10.00,1,NVIDIA GeForce RTX 3080,10240,537.70,True,5.15.0,True,,1.28.0,True,True,facebook/esm2_t33_650M_UR50D,1280,False,E:\postdoc-work\ist-project\models\huggingface_cache,True,1847.4288940429688,901,720,181,5,38,16.719200887902332,0,True,1022,True,cuda,True
