step71_metric_rows,step71_bootstrap_rows,matched_classifier_pairs,metrics,paired_comparisons,bootstrap_replicates_per_model,expected_bootstrap_delta_rows,observed_bootstrap_delta_rows,replicate_IDs_complete_and_aligned,seed_and_class_counts_aligned_within_pairs,delta_definition,lower_metric_is_better,intervals_entirely_below_zero,intervals_entirely_above_zero,intervals_including_zero,maximum_point_delta_identity_error,maximum_bootstrap_delta_identity_error,new_bootstrap_sampling_performed,models_loaded_for_training,models_retrained,probabilities_changed,recalibration_performed,model_selection_performed,multiplicity_adjusted_inference_claimed
8,16000,4,3,12,2000,24000,24000,True,True,ESM2_minus_traditional,True,3,0,9,0.0,0.0,False,False,False,False,False,False,False
