development_peptides,development_active,development_inactive,hard_cases,consensus_8_of_8_failures,sequence_development_comparisons,esm2_development_comparisons,purity_rows,balanced_rows,k_values_exact,all_top_k_ids_unique,test_candidate_overlap,counts_sum_to_k,fractions_sum_to_one,all_similarities_finite,all_purity_within_0_1,balanced_five_same_each,balanced_five_opposite_each,balanced_margin_identity,models_trained,models_retrained,thresholds_optimized,labels_changed
720,79,641,15,5,10800,10800,120,30,3;5;10;20,True,0,True,True,True,True,True,True,True,False,False,False,False
