model,cache_directory,local_cache_only,torch_version,cuda_build,gpu,gpu_total_vram_gib,model_dtype,saved_embedding_dtype,batch_size,number_of_batches,embedding_rows,embedding_dimensions,minimum_sequence_length,maximum_sequence_length,development_rows,test_rows,missing_values,non_finite_values,unique_embedding_rows,duplicate_embedding_rows,original_order_preserved,padding_excluded_from_pooling,special_tokens_excluded_from_pooling,model_load_seconds,production_inference_seconds,overall_peptides_per_second,peak_gpu_allocated_gib,peak_gpu_reserved_gib,npy_exact_round_trip,csv_float32_exact_round_trip,metadata_alignment_verified
facebook/esm2_t33_650M_UR50D,E:\postdoc-work\ist-project\models\huggingface_cache,True,2.5.0+cu121,12.1,NVIDIA GeForce RTX 3080,9.99951171875,torch.float16,float32,64,15,901,1280,5,38,720,181,0,0,901,0,True,True,True,2.7114864997565746,6.596332400105894,136.59105474817125,1.3512992858886719,1.552734375,True,True,True
