test_peptides,unique_test_IDs,models,strata,expected_stratum_counts_match,strata_mutually_exclusive,strata_cover_all_test_peptides,model_performance_rows,consensus_summary_rows,peptide_rows,prediction_alignment_all_models,all_probabilities_finite_and_0_1,saved_predictions_match_threshold_0_5,model_counts_sum_to_stratum_n,consensus_distributions_sum_to_n,same_opposite_rows_cover_each_stratum,consensus_8_of_8_errors,models_trained,models_retrained,significance_tests_performed,decision_threshold_changed,split_changed,labels_changed
181,181,8,4,True,True,True,32,12,181,True,True,True,True,True,True,5,False,False,False,False,False,False
