locked_test_peptides,unique_test_IDs,active,inactive,similarity_strata,expected_class_stratum_rows,observed_class_stratum_rows,expected_correlation_rows,observed_correlation_rows,expected_relation_rows,observed_relation_rows,class_stratum_n_total,minimum_total_wrong,maximum_total_wrong,all_numeric_values_finite,all_class_stratum_cells_nonempty,class_stratum_relation_counts_sum_to_n,traditional_plus_esm2_wrong_equals_total,similarity_boundaries,nominal_p_values_saved_as_descriptive_diagnostics,models_trained,models_retrained,trend_model_fitted,significance_claimed,decision_threshold_changed,labels_changed
181,181,20,161,4,8,8,8,8,4,4,181,0,8,True,True,True,True,"0.80,0.90,0.95",True,False,False,False,False,False,False
