locked_test_peptides,active,inactive,prevalence,models,traditional_models,esm2_models,threshold_start,threshold_end,threshold_step,thresholds_per_model,expected_threshold_rows,observed_threshold_rows,maximum_confusion_total_error,maximum_predicted_positive_identity_error,maximum_standardized_net_benefit_identity_error,maximum_treat_all_formula_error,maximum_treat_none_formula_error,threshold_0_50_reproduces_frozen_decisions,all_net_benefits_finite,predictions_changed,probabilities_changed,models_trained,models_retrained,thresholds_optimized,model_selection_performed
181,20,161,0.11049723756906077,8,4,4,0.05,0.5,0.01,46,368,368,0.0,0.0,0.0,2.220446049250313e-16,0.0,True,True,False,False,False,False,False,False
