locked_test_peptides,active,inactive,models,bootstrap_seed,bootstrap_replicates_per_model,expected_replicate_rows,observed_replicate_rows,summary_rows,classification_threshold,all_model_alignments_exact,replicate_IDs_1_to_5000_for_every_model,rows_per_model_exactly_5000,one_sample_index_hash_per_replicate_across_all_models,replicate_n_every_row,replicate_active_n_every_row,replicate_inactive_n_every_row,all_metrics_finite,maximum_point_estimate_error_vs_existing_test_metrics,saved_point_estimates_reproduce_steps_31_34_and_48_51,models_trained,models_retrained,thresholds_optimized,recalibration_performed,probabilities_changed,predictions_changed
181,20,161,8,2026,5000,40000,40000,8,0.5,True,True,True,True,True,True,True,True,1.1102230246251565e-16,True,False,False,False,False,False,False
