locked_test_peptides,classifier_peptide_outcomes,descriptors_analyzed,expected_long_rows,actual_long_rows,summary_rows,persistent_error_classifier_peptide_outcomes,unique_peptides_with_persistent_error,missing_descriptor_values,nonfinite_descriptor_values,zscore_reference_rows,zscore_sd_ddof,zscore_used_for_training,hypothesis_tests_performed,models_loaded_or_retrained
181,724,7,5068,5068,112,32,12,0,0,181,1,False,False,False
