embedding_dimensions,development_rows_used,test_rows_used,pca_input,pca_solver,pca_components_available,pcs_for_80_percent,pcs_for_90_percent,pcs_for_95_percent,pcs_for_99_percent,development_minimum_dimension_sd,development_median_dimension_sd,development_mean_dimension_sd,development_maximum_dimension_sd,development_total_raw_variance,largest_dimension_raw_variance_share,top_10_dimensions_raw_variance_share,top_50_dimensions_raw_variance_share,top_100_dimensions_raw_variance_share,first_pc_explained_variance_ratio,first_10_pcs_cumulative_variance,first_50_pcs_cumulative_variance,first_100_pcs_cumulative_variance,pca_object_saved_for_modeling,classifier_trained
1280,720,0,development-only standardized ESM-2 embeddings,full,720,24,52,99,274,0.03458560379827242,0.05503446566402667,0.059189258730775185,1.0810153497993973,5.960191474966065,0.19606655111840463,0.2574221919613504,0.3241103549582474,0.3839610968808519,0.22881182312782056,0.6293394033624096,0.8973083482763179,0.9508385137426743,False,False
