selected_peptides,consensus_hard_peptides,consensus_correct_peptides,selected_active,selected_inactive,total_residue_positions,alanine_positions_unperturbed,unique_mutants_generated,detail_rows,consensus_rows,summary_rows,esm2_model,model_loaded_local_cache,network_required,device,model_dtype,embedding_dimension,all_embeddings_finite,minimum_step44_cosine_similarity,maximum_rf_probability_discrepancy,maximum_xgboost_probability_discrepancy,rf_regenerated_label_matches,xgboost_regenerated_label_matches,regenerated_threshold_crossings,all_probabilities_finite_and_bounded,mutant_lengths_preserved,single_residue_changes_only,standard_amino_acids_only,rf_model_retrained,xgboost_model_retrained,model_selection_performed,threshold_optimization_performed,locked_test_labels_interpretation_only,qc_passed
10,5,5,1,9,182,31,151,364,182,30,facebook/esm2_t33_650M_UR50D,True,False,cuda,torch.float16,1280,True,0.999999459349245,0.0033333333333334103,0.009322013187789913,True,True,0,True,True,True,True,False,False,False,False,True,True
