model,representation,classifier,threshold,n,active,inactive,prevalence,TN,FP,FN,TP,predicted_positive_count,sensitivity,specificity,precision,net_benefit,standardized_net_benefit,treat_all_net_benefit,treat_none_net_benefit,beats_treat_all,beats_treat_none,beats_both
Traditional XGBoost,Traditional,XGBoost,0.14,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08955415649492483,0.8104651162790698,-0.03430553771039446,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.15,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08872278193045173,0.8029411764705882,-0.04647383815404618,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.16,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08787161273349119,0.7952380952380953,-0.058931860036832456,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.17,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08699993343539905,0.7873493975903615,-0.07169007521799911,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.18,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08610699366662175,0.7792682926829269,-0.08475946637919418,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.19,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08519200600231908,0.7709876543209877,-0.09815155855671509,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.2,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08425414364640883,0.7625,-0.11187845303867405,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.21,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08329253793971605,0.7537974683544303,-0.12595286383663193,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.22,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08230627567644141,0.7448717948717949,-0.1403881569627426,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.23,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08129439621152328,0.7357142857142857,-0.15519839276745356,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.24,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.08025588833963361,0.7263157894736842,-0.17039837161965687,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.25,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.07918968692449355,0.7166666666666667,-0.18600368324125233,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.26,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.07809466925489025,0.7067567567567569,-0.2020307600418098,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.27,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.07696965110118822,0.6965753424657535,-0.21849693483690313,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.28,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.0758133824432167,0.6861111111111111,-0.23542050337630455,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.29,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.0746245428371333,0.6753521126760563,-0.25282079215625247,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.3,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.07340173638516179,0.6642857142857141,-0.270718232044199,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.31,181,20,161,0.11049723756906077,150,11,2,18,29,0.9,0.9316770186335404,0.6206896551724138,0.07214348626791575,0.6528985507246375,-0.2891344383057091,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.32,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.0734481637959051,0.6647058823529413,-0.30809229769255775,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.33,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.07223550754514718,0.6537313432835821,-0.3276160633297602,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.34,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.0709861041352754,0.6424242424242423,-0.34773145822869594,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.35,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.0696982575435614,0.6307692307692307,-0.36846578835529115,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.36,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.06837016574585636,0.6187500000000001,-0.3898480662983426,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.37,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.0669999123037797,0.6063492063492063,-0.41190914671577666,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.38,181,20,161,0.11049723756906077,151,10,2,18,28,0.9,0.937888198757764,0.6428571428571429,0.06558545713776509,0.593548387096774,-0.4346818748886117,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.39,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.07118920387646047,0.6442622950819672,-0.45820124988678573,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.4,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.06998158379373848,0.6333333333333333,-0.48250460405156553,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.41,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.06873302743702595,0.6220338983050848,-0.5076318007304053,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.42,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.06744141741284054,0.6103448275862069,-0.5336254524671364,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.43,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.06610448773868373,0.5982456140350878,-0.5605311621595426,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.44,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.06471981057616416,0.5857142857142856,-0.5883977900552486,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.45,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.0632847815168257,0.5727272727272726,-0.6172777498744351,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.46,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.06179660323306732,0.5592592592592592,-0.6472273378350728,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.47,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.060252267278223706,0.5452830188679245,-0.6783070989263005,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.48,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.058648533786655334,0.5307692307692308,-0.7105822354441138,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.49,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.0569819087856137,0.515686274509804,-0.7441230635900768,0.0,True,True,True
Traditional XGBoost,Traditional,XGBoost,0.5,181,20,161,0.11049723756906077,153,8,2,18,26,0.9,0.9503105590062112,0.6923076923076923,0.055248618784530384,0.5,-0.7790055248618786,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.05,181,20,161,0.11049723756906077,142,19,1,19,38,0.95,0.8819875776397516,0.5,0.09944751381215469,0.9,0.0636813027042745,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.06,181,20,161,0.11049723756906077,144,17,1,19,36,0.95,0.8944099378881988,0.5277777777777778,0.09897731280122252,0.8957446808510638,0.05372046549900082,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.07,181,20,161,0.11049723756906077,144,17,1,19,36,0.95,0.8944099378881988,0.5277777777777778,0.09790292877086675,0.886021505376344,0.04354541674092553,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.08,181,20,161,0.11049723756906077,144,17,1,19,36,0.95,0.8944099378881988,0.5277777777777778,0.09680518856593802,0.8760869565217391,0.03314917127071823,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.09,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.0967761520247708,0.8758241758241758,0.022524436889077765,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.1,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.09576427255985266,0.8666666666666666,0.011663597298956399,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.11,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.09472965423055435,0.8573033707865169,0.0005586938978210804,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.12,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.09367152184831742,0.8477272727272728,-0.010798593671521847,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.13,181,20,161,0.11049723756906077,146,15,1,19,34,0.95,0.906832298136646,0.5588235294117647,0.09258906458373023,0.8379310344827586,-0.022416968311424423,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.14,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.09238083001413336,0.8360465116279069,-0.03430553771039446,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.15,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.09132271693207669,0.8264705882352941,-0.04647383815404618,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.16,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.09023941068139962,0.8166666666666667,-0.058931860036832456,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.17,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.089130000665646,0.8066265060240964,-0.07169007521799911,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.18,181,20,161,0.11049723756906077,147,14,1,19,33,0.95,0.9130434782608695,0.5757575757575758,0.08799353186902034,0.7963414634146341,-0.08475946637919418,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.19,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08812495736989291,0.7975308641975308,-0.09815155855671509,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.2,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08701657458563536,0.7875,-0.11187845303867405,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.21,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08588013147772572,0.7772151898734178,-0.12595286383663193,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.22,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08471454880294658,0.7666666666666666,-0.1403881569627426,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.23,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08351869125349788,0.7558441558441559,-0.15519839276745356,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.24,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08229136376853737,0.7447368421052631,-0.17039837161965687,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.25,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.08103130755064457,0.7333333333333334,-0.18600368324125233,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.26,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.0797371957592952,0.7216216216216217,-0.2020307600418098,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.27,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.07840762885037462,0.7095890410958904,-0.21849693483690313,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.28,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.07704112952731737,0.6972222222222222,-0.23542050337630455,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.29,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.07563613726558244,0.6845070422535211,-0.25282079215625247,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.3,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.07419100236779794,0.6714285714285714,-0.270718232044199,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.31,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.07270397950196172,0.6579710144927536,-0.2891344383057091,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.32,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.07117322066948326,0.6441176470588235,-0.30809229769255775,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.33,181,20,161,0.11049723756906077,148,13,1,19,32,0.95,0.9192546583850931,0.59375,0.06959676754349797,0.6298507462686567,-0.3276160633297602,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.34,181,20,161,0.11049723756906077,150,11,1,19,30,0.95,0.9316770186335404,0.6333333333333333,0.07366482504604051,0.6666666666666666,-0.34773145822869594,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.35,181,20,161,0.11049723756906077,150,11,1,19,30,0.95,0.9316770186335404,0.6333333333333333,0.07224819379515512,0.6538461538461539,-0.36846578835529115,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.36,181,20,161,0.11049723756906077,150,11,1,19,30,0.95,0.9316770186335404,0.6333333333333333,0.07078729281767956,0.6406250000000001,-0.3898480662983426,0.0,True,True,True
ESM-2 Logistic Regression,ESM-2,Logistic Regression,0.37,181,20,161,0.11049723756906077,150,11,1,19,30,0.95,0.9316770186335404,0.6333333333333333,0.06928001403139525,0.626984126984127,-0.41190914671577666,0.0,True,True,True
