classifier,transition,descriptor,descriptor_label,n,mean,sd,median,minimum,maximum,mean_test_set_zscore,median_test_set_zscore,mean_absolute_test_set_zscore
Random Forest,persistent_error,isoelectric_point,Isoelectric point,8,10.693209743499754,0.5874285940938341,10.477740287780762,10.002737236022949,11.999967765808105,1.1429725468620764,1.058291379144496,1.1429725468620764
Random Forest,persistent_error,mean_eisenberg_hydrophobicity,Mean hydrophobicity,8,0.1401039927060421,0.2565684689794571,0.1969230769230769,-0.3152941176470588,0.58,0.4038594015889406,0.6241366096144586,0.8161755131099065
Random Forest,persistent_error,hydrophobic_moment,Hydrophobic moment,8,0.5136755609395508,0.1514497233766561,0.5349389267564094,0.3000237863788378,0.6863913514848103,0.874006774287727,1.003037069439224,1.0393883468575882
Random Forest,persistent_error,boman_index,Boman index,8,-0.21351364765527187,1.2342556448701252,-0.6076923076923078,-1.899444444444444,2.19235294117647,-0.963499960582374,-1.2328010629678248,1.1335443010924766
XGBoost,stable_correct,length,Length,169,16.532544378698226,4.59170512855542,16.0,8.0,30.0,-0.019064339707759722,-0.12970135211937614,0.7751993836494466
XGBoost,stable_correct,molecular_weight,Molecular weight,169,1891.2348834319528,529.9805057152139,1797.0662000000002,972.2277,3484.9750000000004,-0.012842957136604707,-0.18457964189470313,0.788103852660556
XGBoost,stable_correct,net_charge_pH7_4,Net charge (pH 7.4),169,0.3881855715246186,2.5363834730010972,0.247927938020172,-6.436075477657191,10.529891348226808,-0.10128649083555126,-0.1531396219660939,0.7225335911473736
XGBoost,stable_correct,isoelectric_point,Isoelectric point,169,7.570346641540529,2.492339054415328,8.180731773376465,4.0500284194946286,11.999967765808105,-0.08433687949548345,0.15554921270649508,0.8903392300612236
XGBoost,stable_correct,mean_eisenberg_hydrophobicity,Mean hydrophobicity,169,0.027386959830663776,0.25592014183910583,0.0546666666666667,-0.7041176470588235,0.700909090909091,-0.03312394020284675,0.07263449889194931,0.7786417368943108
XGBoost,stable_correct,hydrophobic_moment,Hydrophobic moment,169,0.35773146177510573,0.15927962793584616,0.3555110079766958,0.0341946997768989,0.7909744075127042,-0.07229275870386308,-0.08576691004221491,0.7772003518390689
XGBoost,stable_correct,boman_index,Boman index,169,1.3014284394890445,1.4305216000077159,1.3330769230769224,-2.016363636363636,5.2188235294117655,0.07150171627082692,0.09312381909659281,0.7792917838195922
XGBoost,rescue,length,Length,5,15.8,4.764451699828639,13.0,13.0,24.0,-0.17125169678062763,-0.7529565220381487,0.7841766705129011
XGBoost,rescue,molecular_weight,Molecular weight,5,1785.2835200000002,531.340885295266,1545.0085,1394.8306,2707.4326,-0.2060678726633513,-0.6442606333681743,0.7963349573083855
XGBoost,rescue,net_charge_pH7_4,Net charge (pH 7.4),5,3.940555016664837,0.8942122712047411,3.549910971331719,3.513128450433076,5.539913718895949,1.212021555654119,1.0676007751097103,1.212021555654119
XGBoost,rescue,isoelectric_point,Isoelectric point,5,10.923513374328612,0.6978382721054301,10.477740287780762,10.398315238952636,11.999967765808105,1.2334836604819137,1.058291379144496,1.2334836604819137
XGBoost,rescue,mean_eisenberg_hydrophobicity,Mean hydrophobicity,5,0.19178205128205125,0.28301751890864363,0.2123076923076923,-0.2384615384615384,0.5558333333333333,0.6042057925272447,0.6837799525188397,1.0297137903590539
XGBoost,rescue,hydrophobic_moment,Hydrophobic moment,5,0.5672552616672101,0.15343638383124178,0.6137653853350615,0.3316589742159591,0.7018851503821844,1.1991389597829072,1.4813715581440494,1.2913412608021473
XGBoost,rescue,boman_index,Boman index,5,-0.44648397435897424,0.8996915328487136,-0.5330769230769231,-1.620833333333333,0.78,-1.1226642486707015,-1.1818241650049834,1.1226642486707015
XGBoost,regression,length,Length,2,15.5,3.5355339059327378,15.5,13.0,18.0,-0.2335772137725049,-0.2335772137725049,0.5193793082656437
XGBoost,regression,molecular_weight,Molecular weight,2,1641.0922999999998,280.3238566986767,1641.0922999999998,1442.8733999999995,1839.3112,-0.46903132496561967,-0.46903132496561967,0.46903132496561967
XGBoost,regression,net_charge_pH7_4,Net charge (pH 7.4),2,2.549936089565092,1.4106701192412368,2.549936089565092,1.552441682232378,3.5474304968978063,0.6979108881785296,0.6979108881785296,0.6979108881785296
XGBoost,regression,isoelectric_point,Isoelectric point,2,10.240238761901855,0.33587787898225435,10.240238761901855,10.002737236022949,10.477740287780762,0.9649514369284533,0.9649514369284533,0.9649514369284533
XGBoost,regression,mean_eisenberg_hydrophobicity,Mean hydrophobicity,2,0.3884615384615384,0.27087629002376973,0.3884615384615384,0.1969230769230769,0.58,1.3666962287740017,1.3666962287740017,1.3666962287740017
XGBoost,regression,hydrophobic_moment,Hydrophobic moment,2,0.5113182733107626,0.2560683446656309,0.5113182733107626,0.330250610350481,0.6923859362710444,0.8597022882943408,0.8597022882943408,1.0987542703908821
XGBoost,regression,boman_index,Boman index,2,-1.3316452991452992,0.8029892519859024,-1.3316452991452992,-1.899444444444444,-0.7638461538461541,-1.727402517686904,-1.727402517686904,1.727402517686904
XGBoost,persistent_error,length,Length,5,21.0,10.27131929208707,17.0,13.0,38.0,0.9090572644119114,0.07805037118688135,1.4283217927199272
XGBoost,persistent_error,molecular_weight,Molecular weight,5,2352.1709800000003,1059.4794936398903,2081.6825000000003,1490.9162,4088.951700000001,0.8277723538668342,0.3344789029286085,1.3702496541690414
XGBoost,persistent_error,net_charge_pH7_4,Net charge (pH 7.4),5,5.888830739276957,2.28327311350091,6.2695406194974,3.5474304968978063,8.534902533561377,1.9322974793161016,2.073045607232704,1.9322974793161016
XGBoost,persistent_error,isoelectric_point,Isoelectric point,5,10.917504920959471,0.6313340234350372,10.72878017425537,10.477740287780762,11.999967765808105,1.2311222916940374,1.156952002105752,1.2311222916940374
XGBoost,persistent_error,mean_eisenberg_hydrophobicity,Mean hydrophobicity,5,0.027858696021975077,0.22173255858225113,0.0539473684210526,-0.3152941176470588,0.2342857142857143,-0.03129510518062552,0.06984591101756002,0.62841067325292
XGBoost,persistent_error,hydrophobic_moment,Hydrophobic moment,5,0.5180374157526161,0.15561597986344541,0.567302406594784,0.3000237863788378,0.6664246225881205,0.900475369089946,1.1994250444965016,1.0694650923631077
XGBoost,persistent_error,boman_index,Boman index,5,0.3139593603327616,1.2174590187206566,0.0726086956521738,-0.7628571428571431,2.19235294117647,-0.6031327542084913,-0.7680224518238739,0.8752036990246556
