fold,feature,training_n,validation_n,training_active,validation_active,scale_pos_weight,baseline_validation_AUROC,mean_permuted_AUROC,mean_AUROC_drop,sd_AUROC_drop_across_repeats,min_AUROC_drop,max_AUROC_drop,n_repeats
1,length,576,144,63,16,8.142857142857142,0.97607421875,0.97685546875,-0.00078125,0.0010226207586008296,-0.00341796875,0.0009765625,30
1,AAC_P,576,144,63,16,8.142857142857142,0.97607421875,0.9770182291666667,-0.0009440104166666667,0.0006654740111924414,-0.00146484375,0.0009765625,30
1,AAC_A,576,144,63,16,8.142857142857142,0.97607421875,0.9770670572916667,-0.0009928385416666666,0.0019467303948774374,-0.00439453125,0.00390625,30
1,AAC_R,576,144,63,16,8.142857142857142,0.97607421875,0.97734375,-0.00126953125,0.0022305938908596056,-0.00634765625,0.00341796875,30
1,charge_density,576,144,63,16,8.142857142857142,0.97607421875,0.9775716145833333,-0.0014973958333333334,0.001124717160426236,-0.00439453125,0.0,30
1,molecular_weight,576,144,63,16,8.142857142857142,0.97607421875,0.9780924479166667,-0.002018229166666667,0.003557592440657535,-0.00732421875,0.0048828125,30
2,net_charge_pH7_4,576,144,63,16,8.142857142857142,0.99609375,0.979150390625,0.016943359375,0.002935714660522339,0.00927734375,0.0224609375,30
2,molecular_weight,576,144,63,16,8.142857142857142,0.99609375,0.9822916666666667,0.013802083333333333,0.004237250196538626,0.005859375,0.02490234375,30
2,hydrophobic_moment,576,144,63,16,8.142857142857142,0.99609375,0.99326171875,0.00283203125,0.0030355340577499206,-0.00146484375,0.009765625,30
2,aliphatic_index,576,144,63,16,8.142857142857142,0.99609375,0.9933430989583333,0.002750651041666667,0.001674275841275274,0.0,0.0068359375,30
2,AAC_L,576,144,63,16,8.142857142857142,0.99609375,0.9938151041666666,0.0022786458333333335,0.0005638186222554939,0.00146484375,0.00341796875,30
2,AAC_G,576,144,63,16,8.142857142857142,0.99609375,0.9938802083333333,0.0022135416666666666,0.0011085192093853535,0.0,0.00439453125,30
2,boman_index,576,144,63,16,8.142857142857142,0.99609375,0.9945149739583333,0.0015787760416666667,0.0020703447976837147,-0.00244140625,0.00537109375,30
2,length,576,144,63,16,8.142857142857142,0.99609375,0.9949055989583333,0.0011881510416666666,0.000721774409046278,-0.0009765625,0.0029296875,30
2,AAC_A,576,144,63,16,8.142857142857142,0.99609375,0.9950032552083333,0.0010904947916666667,0.0007330763658595179,-0.0009765625,0.0029296875,30
2,AAC_N,576,144,63,16,8.142857142857142,0.99609375,0.9950358072916666,0.0010579427083333333,0.0014848187585796342,-0.00244140625,0.00439453125,30
2,instability_index,576,144,63,16,8.142857142857142,0.99609375,0.9950358072916666,0.0010579427083333333,0.0010103539877864593,0.0,0.00390625,30
2,AAC_K,576,144,63,16,8.142857142857142,0.99609375,0.9952799479166666,0.0008138020833333334,0.0024137486921963444,-0.00341796875,0.0068359375,30
2,hydrophobic_ratio,576,144,63,16,8.142857142857142,0.99609375,0.995703125,0.000390625,0.0009103351556628888,-0.00048828125,0.00341796875,30
2,aromaticity,576,144,63,16,8.142857142857142,0.99609375,0.9957682291666666,0.0003255208333333333,0.0020328769526036456,-0.0029296875,0.00439453125,30
2,AAC_F,576,144,63,16,8.142857142857142,0.99609375,0.9958170572916667,0.0002766927083333333,0.0015688187440306774,-0.00244140625,0.00341796875,30
2,AAC_S,576,144,63,16,8.142857142857142,0.99609375,0.9958170572916667,0.0002766927083333333,0.0003056944900289514,0.0,0.0009765625,30
2,AAC_I,576,144,63,16,8.142857142857142,0.99609375,0.9958821614583333,0.00021158854166666667,0.000568899261751829,-0.0009765625,0.00146484375,30
2,AAC_R,576,144,63,16,8.142857142857142,0.99609375,0.9959147135416667,0.00017903645833333332,0.0018647650464370781,-0.00390625,0.0048828125,30
2,AAC_Q,576,144,63,16,8.142857142857142,0.99609375,0.9959798177083333,0.00011393229166666667,0.00021005032575784971,0.0,0.00048828125,30
2,AAC_W,576,144,63,16,8.142857142857142,0.99609375,0.99599609375,9.765625e-05,0.000236442479546632,0.0,0.0009765625,30
2,AAC_C,576,144,63,16,8.142857142857142,0.99609375,0.99609375,0.0,0.0,0.0,0.0,30
2,AAC_D,576,144,63,16,8.142857142857142,0.99609375,0.99609375,0.0,0.0,0.0,0.0,30
2,AAC_H,576,144,63,16,8.142857142857142,0.99609375,0.99609375,0.0,0.0,0.0,0.0,30
2,AAC_M,576,144,63,16,8.142857142857142,0.99609375,0.99609375,0.0,0.0,0.0,0.0,30
2,AAC_P,576,144,63,16,8.142857142857142,0.99609375,0.99609375,0.0,0.0,0.0,0.0,30
2,AAC_Y,576,144,63,16,8.142857142857142,0.99609375,0.99609375,0.0,0.0,0.0,0.0,30
