total_peptides,development_peptides,locked_test_peptides,traditional_features,esm2_dimensions,traditional_scaler_fit_rows,esm2_scaler_fit_rows,traditional_pca_fit_rows,esm2_pca_fit_rows,locked_test_rows_used_for_fitting_or_correlations,traditional_90pct_pc_count,esm2_90pct_pc_count,cca_components,cca_cap,canonical_correlations_finite_and_in_unit_interval,descriptor_pc_correlation_rows,expected_descriptor_pc_correlation_rows,all_spearman_values_finite_and_in_unit_interval,strongest_association_rows,main_descriptors_in_figure,classifier_trained,features_selected_for_later_models,descriptors_removed,esm2_dimensions_removed,models_retuned
901,720,181,32,1280,720,720,720,720,0,18,52,18,20,True,1664,1664,True,32,7,False,False,False,False,False
