embedding_rows,embedding_dimensions,embedding_dtype,missing_values,non_finite_values,unique_rows,duplicate_rows,constant_dimensions,near_zero_sd_threshold,near_zero_sd_dimensions,minimum_dimension_sd,median_dimension_sd,maximum_dimension_sd,zero_norm_rows,minimum_row_norm,mean_row_norm,median_row_norm,maximum_row_norm,development_rows,test_rows,development_dimensions,test_dimensions,cv_folds,cv_validation_coverage,cv_test_overlap,csv_values_match_npy,maximum_csv_absolute_difference,metadata_alignment_verified,split_alignment_verified,cv_alignment_verified,classifier_trained
901,1280,float32,0,0,901,0,0,1e-08,0,0.033880845964613375,0.054983384021754414,1.0911409928541445,0,6.180677512368849,9.673890058561792,9.847298312795267,10.118914951765438,720,181,1280,1280,5,720,0,True,0.0,True,True,True,False
