development_rows,locked_test_rows,locked_test_rows_used,fixed_folds,train_rows_each_fold,validation_rows_each_fold,rf_fits,xgboost_fits,input_dimensions_every_fit,importance_sums_all_close_to_one,all_importance_finite,all_importance_nonnegative,dimensions_per_model_fold,rows_per_model,fold_detail_rows,summary_rows,overlap_rows,train_validation_overlap,test_overlap,hyperparameter_tuning_performed,test_evaluation_performed,feature_selection_fed_back,rf_importance_definition,xgboost_importance_definition,random_state,qc_passed
720,181,0,5,576,144,5,5,True,True,True,True,1280,6400,12800,2560,2,0,0,False,False,False,feature_importances_ (normalized mean decrease in impurity),normalized gain from Booster.get_score,2026,True
