input_rows,unique_IDs,active_rows,inactive_rows,same_relation_rows,opposite_relation_rows,active_same_rows,active_opposite_rows,inactive_same_rows,inactive_opposite_rows,burden_rows,difference_rows,opposite_peptides_entered_matching,matched_pairs,unmatched_opposite_peptides,unique_same_IDs_used,same_ID_reuse_count,matched_class_mismatches,matched_stratum_mismatches,maximum_matched_similarity_difference,all_numeric_analysis_values_finite,traditional_plus_esm_equals_total,significance_tests_performed
181,181,20,161,155,26,14,6,141,20,29,14,26,24,2,24,0,0,0,0.28260869565217395,True,True,0
