total_rows,development_rows,test_rows,fixed_folds,fold_train_rows,fold_validation_rows,traditional_features,esm2_dimensions,pca_candidates,lr_configurations,svm_configurations,total_cv_classifier_fits,preprocessing_fit_blocks,all_traditional_scaler_fit_rows_576,all_esm2_scaler_fit_rows_576,all_pca_fit_rows_576,fusion_dimensions_exact,test_rows_used_during_cv,test_transformed_before_configuration_selection,test_metric_used_for_selection,row_sequence_label_alignment_exact,all_transformed_values_finite,lr_cv_rows,svm_cv_rows,comparison_rows,selection_metric,classification_threshold,class_weight,seed
901,720,181,5,576,144,32,1280,"24,52,99",15,48,315,15,True,True,True,True,0,False,False,True,True,15,48,6,mean_cv_AUROC_then_AUPRC_then_MCC,0.5,balanced,2026
