random_forest_model,xgboost_model,metrics,bootstrap_replicates,expected_summary_rows,observed_summary_rows,expected_delta_rows,observed_delta_rows,replicate_ids_exact_1_to_5000,sample_index_hash_available,sample_index_hash_pairing_verified,shared_bootstrap_sampling,delta_definition,intervals_entirely_above_zero,intervals_entirely_below_zero,intervals_including_zero,maximum_point_delta_identity_error,maximum_replicate_delta_identity_error,new_bootstrap_sampling_performed,models_loaded_for_training,models_retrained,model_selection_performed,threshold_optimized,probabilities_changed,multiplicity_adjusted_inference_claimed
ESM-2 Random Forest,ESM-2 XGBoost,4,5000,4,4,20000,20000,True,True,True,True,XGBoost_minus_RandomForest,0,0,4,0.0,0.0,False,False,False,False,False,False,False
