development_peptides,development_active,development_inactive,hard_test_cases,consensus_8_of_8_failures,edit_comparisons,embedding_dimensions,top_neighbor_rows,top_rows_per_case_and_similarity,edit_similarities_finite,edit_similarities_within_0_1,esm2_similarities_finite,all_neighbor_ids_in_development,all_neighbor_classes_correct,exact_sequence_match_hard_cases,exact_opposite_class_conflict_hard_cases,test_development_id_overlap,models_trained,labels_changed,cv_folds_changed,hyperparameters_changed,threshold_0_5_changed,representation_selected
720,79,641,15,5,10800,1280,150,True,True,True,True,True,True,0,0,0,False,False,False,False,False,False
