n_estimators,max_depth,learning_rate,subsample,colsample_bytree,fold,train_n,validation_n,train_active,train_inactive,scale_pos_weight,input_dimensions,scaler_used,pca_used,validation_AUROC,validation_AUPRC,validation_MCC,validation_F1,locked_test_rows_used
200,2,0.1,0.8,0.6,5,576,144,64,512,8.0,1280,False,False,0.9757105943152454,0.8882291782291781,0.8198127976897006,0.8387096774193549,0
200,2,0.1,0.8,0.9,1,576,144,63,513,8.142857142857142,1280,False,False,0.97021484375,0.7735870580442948,0.6013377943029549,0.6470588235294118,0
200,2,0.1,0.8,0.9,2,576,144,63,513,8.142857142857142,1280,False,False,0.98974609375,0.9281020707878294,0.8415524501276135,0.8571428571428571,0
200,2,0.1,0.8,0.9,3,576,144,63,513,8.142857142857142,1280,False,False,0.99462890625,0.9578542474682181,0.859375,0.875,0
200,2,0.1,0.8,0.9,4,576,144,63,513,8.142857142857142,1280,False,False,0.99560546875,0.9691351540616246,0.8164451367301556,0.8333333333333334,0
200,2,0.1,0.8,0.9,5,576,144,64,512,8.0,1280,False,False,0.9715762273901809,0.8666896820198361,0.8198127976897006,0.8387096774193549,0
200,2,0.1,1.0,0.6,1,576,144,63,513,8.142857142857142,1280,False,False,0.9697265625,0.7419569648188069,0.6456738625979104,0.6857142857142857,0
200,2,0.1,1.0,0.6,2,576,144,63,513,8.142857142857142,1280,False,False,0.98974609375,0.9395554126823144,0.8685990362153793,0.8823529411764706,0
200,2,0.1,1.0,0.6,3,576,144,63,513,8.142857142857142,1280,False,False,0.9931640625,0.9492965234892985,0.859375,0.875,0
200,2,0.1,1.0,0.6,4,576,144,63,513,8.142857142857142,1280,False,False,0.99560546875,0.9691351540616246,0.8164451367301556,0.8333333333333334,0
200,2,0.1,1.0,0.6,5,576,144,64,512,8.0,1280,False,False,0.9767441860465116,0.8454668236247184,0.7911215487044864,0.8125,0
200,2,0.1,1.0,0.9,1,576,144,63,513,8.142857142857142,1280,False,False,0.97216796875,0.7927815181249779,0.6456738625979104,0.6857142857142857,0
200,2,0.1,1.0,0.9,2,576,144,63,513,8.142857142857142,1280,False,False,0.9892578125,0.938405987394958,0.8685990362153793,0.8823529411764706,0
200,2,0.1,1.0,0.9,3,576,144,63,513,8.142857142857142,1280,False,False,0.99267578125,0.9456506901559651,0.859375,0.875,0
200,2,0.1,1.0,0.9,4,576,144,63,513,8.142857142857142,1280,False,False,0.99365234375,0.951604247468218,0.8415524501276135,0.8571428571428571,0
200,2,0.1,1.0,0.9,5,576,144,64,512,8.0,1280,False,False,0.9813953488372094,0.8439341590720901,0.7911215487044864,0.8125,0
200,3,0.03,0.8,0.6,1,576,144,63,513,8.142857142857142,1280,False,False,0.97216796875,0.7797129624446435,0.688653724024566,0.7222222222222222,0
200,3,0.03,0.8,0.6,2,576,144,63,513,8.142857142857142,1280,False,False,0.98828125,0.920754888493859,0.8415524501276135,0.8571428571428571,0
200,3,0.03,0.8,0.6,3,576,144,63,513,8.142857142857142,1280,False,False,0.9951171875,0.9654893207282913,0.8978642767029671,0.9090909090909091,0
200,3,0.03,0.8,0.6,4,576,144,63,513,8.142857142857142,1280,False,False,0.9951171875,0.9643274617539324,0.8164451367301556,0.8333333333333334,0
200,3,0.03,0.8,0.6,5,576,144,64,512,8.0,1280,False,False,0.979328165374677,0.863808984225651,0.8198127976897006,0.8387096774193549,0
200,3,0.03,0.8,0.9,1,576,144,63,513,8.142857142857142,1280,False,False,0.9716796875,0.7805934532397129,0.6456738625979104,0.6857142857142857,0
200,3,0.03,0.8,0.9,2,576,144,63,513,8.142857142857142,1280,False,False,0.99072265625,0.9482801053113553,0.8415524501276135,0.8571428571428571,0
200,3,0.03,0.8,0.9,3,576,144,63,513,8.142857142857142,1280,False,False,0.9912109375,0.9348042582417583,0.859375,0.875,0
200,3,0.03,0.8,0.9,4,576,144,63,513,8.142857142857142,1280,False,False,0.9951171875,0.9643274617539324,0.8164451367301556,0.8333333333333334,0
200,3,0.03,0.8,0.9,5,576,144,64,512,8.0,1280,False,False,0.979328165374677,0.8667014004514004,0.7911215487044864,0.8125,0
200,3,0.03,1.0,0.6,1,576,144,63,513,8.142857142857142,1280,False,False,0.9697265625,0.7675872292040771,0.730435887238472,0.7567567567567568,0
200,3,0.03,1.0,0.6,2,576,144,63,513,8.142857142857142,1280,False,False,0.990234375,0.9423370060889077,0.8978642767029671,0.9090909090909091,0
200,3,0.03,1.0,0.6,3,576,144,63,513,8.142857142857142,1280,False,False,0.9921875,0.940842455403214,0.8198127976897006,0.8387096774193549,0
200,3,0.03,1.0,0.6,4,576,144,63,513,8.142857142857142,1280,False,False,0.9951171875,0.9643274617539324,0.8164451367301556,0.8333333333333334,0
