C,mean_cv_AUROC,sd_cv_AUROC,mean_cv_AUPRC,mean_cv_MCC,selected
0.1,0.9670869670542637,0.018311410488536375,0.7496178730141935,0.6962422042963319,True
1.0,0.9646804848998709,0.023575713971078813,0.7631183272686337,0.7206582197147074,False
0.01,0.9638015786498707,0.012274709318562789,0.7141622764581989,0.698099734039549,False
10.0,0.9626931423611111,0.02734576548527148,0.7616010424135091,0.7031745709948688,False
100.0,0.9610215802648578,0.026822695665786225,0.7529604242419551,0.7052586878297242,False
