locked_test_peptides,active_test_peptides,inactive_test_peptides,unordered_sequence_pairs,embedding_dimensions,hard_cases,consensus_8_of_8_errors,hard_sequence_closer_opposite,hard_esm2_closer_opposite,self_neighbors_found,sequence_similarity_symmetric,esm2_similarity_symmetric,sequence_similarity_within_0_1,esm2_similarity_finite,all_neighbor_ids_valid,all_neighbor_classes_correct,groups_cover_all_test_peptides,models_trained,labels_changed,thresholds_changed,model_selection_performed
181,20,161,16290,1280,15,5,7,5,0,True,True,True,True,True,True,True,False,False,False,False
