step62_threshold,non_singleton_component_count,family_size,expected_family_IDs_recovered,family_IDs,input_top_neighbor_rows,representation_count,representations_exact,ranks_1_to_5_each,all_neighbors_in_development,test_neighbors_entering_edges,all_similarities_finite,sequence_similarities_within_0_1,esm2_similarities_within_minus1_1,maximum_recurrent_count,recurrent_counts_at_most_6,edge_class_totals_match,network_development_nodes,network_edges,models_fitted,thresholds_optimized,labels_changed
0.8,1,6,True,33;40;43;47;48;149,60,2,esm2;sequence,True,True,0,True,True,True,4,True,True,15,57,False,False,False
