test_peptides,traditional_unanimous_errors,expected_unanimous_error_ids_match,rescued_by_at_least_one_esm2_model,rescued_by_at_least_two_esm2_models,rescued_by_majority_esm2_models,rescued_by_all_four_esm2_models,still_wrong_under_all_four_esm2_models,traditional_unanimous_correct,traditional_unanimous_correct_with_esm2_regression,total_classifier_level_rescues,total_classifier_level_regressions,net_rescue_minus_regression,all_transition_partitions_181,all_accuracy_change_qc_passed,models_loaded_or_retrained
181,7,True,2,2,0,0,5,158,3,22,10,12,True,True,False
