prediction_files,rows_per_file,unique_ids_per_file,active,inactive,alignment_exact_across_four_files,all_probabilities_finite_and_in_unit_interval,saved_labels_equal_probability_ge_0_5,bootstrap_seed,bootstrap_replicates,shared_sample_indices_across_four_models,replicate_n_every_row,replicate_active_n_every_row,replicate_inactive_n_every_row,classification_threshold,summary_rows,replicate_rows,maximum_point_delta_identity_error,maximum_replicate_delta_identity_error,all_bootstrap_metrics_finite,models_loaded,models_retrained,models_tuned,recalibration_performed,threshold_optimized,probabilities_changed,predictions_changed
4,181,181,20,161,True,True,True,2026,5000,True,True,True,True,0.5,8,40000,0.0,0.0,True,False,False,False,False,False,False,False
