representation,pca_components,C,gamma,fold,train_n,validation_n,scaler_fit_samples,pca_fit_samples,output_dimensions,validation_AUROC,validation_AUPRC,validation_MCC,validation_F1,fit_warnings,locked_test_rows_used
pca_52,52.0,10.0,0.01,4,576,144,576,576.0,52,0.9677734375,0.8247666767253481,0.6929023281557339,0.7142857142857143,1,0
pca_52,52.0,10.0,0.01,5,576,144,576,576.0,52,0.9896640826873385,0.9259811338758708,0.7571877794400365,0.75,1,0
pca_52,52.0,10.0,0.1,1,576,144,576,576.0,52,0.764892578125,0.559330287279231,0.0,0.0,1,0
pca_52,52.0,10.0,0.1,2,576,144,576,576.0,52,0.7783203125,0.5904272084461846,0.0,0.0,1,0
pca_52,52.0,10.0,0.1,3,576,144,576,576.0,52,0.869384765625,0.7294561341436341,0.23652495839563303,0.11764705882352941,1,0
pca_52,52.0,10.0,0.1,4,576,144,576,576.0,52,0.927734375,0.6825554608979222,0.1468567377019206,0.1111111111111111,1,0
pca_52,52.0,10.0,0.1,5,576,144,576,576.0,52,0.7576227390180879,0.6825030015284991,0.0,0.0,1,0
pca_52,52.0,100.0,scale,1,576,144,576,576.0,52,0.97607421875,0.8085637299791713,0.71875,0.75,1,0
pca_52,52.0,100.0,scale,2,576,144,576,576.0,52,0.99169921875,0.9369005639613225,0.8017837257372732,0.8235294117647058,1,0
pca_52,52.0,100.0,scale,3,576,144,576,576.0,52,0.9853515625,0.952154356060606,0.8536041880696872,0.8666666666666667,1,0
pca_52,52.0,100.0,scale,4,576,144,576,576.0,52,0.99560546875,0.9686855005159958,0.8293831030561306,0.8484848484848485,1,0
pca_52,52.0,100.0,scale,5,576,144,576,576.0,52,0.9271317829457364,0.8731458721247454,0.7767441860465116,0.8,1,0
pca_52,52.0,100.0,0.001,1,576,144,576,576.0,52,0.97607421875,0.8114005921910334,0.6751399510385769,0.7096774193548387,1,0
pca_52,52.0,100.0,0.001,2,576,144,576,576.0,52,0.9912109375,0.9317752205547292,0.8017837257372732,0.8235294117647058,1,0
pca_52,52.0,100.0,0.001,3,576,144,576,576.0,52,0.9833984375,0.9502604166666666,0.8536041880696872,0.8666666666666667,1,0
pca_52,52.0,100.0,0.001,4,576,144,576,576.0,52,0.99560546875,0.9686855005159958,0.8293831030561306,0.8484848484848485,1,0
pca_52,52.0,100.0,0.001,5,576,144,576,576.0,52,0.9271317829457364,0.8723864572476834,0.7767441860465116,0.8,1,0
pca_52,52.0,100.0,0.01,1,576,144,576,576.0,52,0.94921875,0.7923642104369658,0.4930584322847129,0.5,1,0
pca_52,52.0,100.0,0.01,2,576,144,576,576.0,52,0.9853515625,0.9018082611832612,0.5897678246195885,0.5454545454545454,1,0
pca_52,52.0,100.0,0.01,3,576,144,576,576.0,52,0.9619140625,0.8829585974131766,0.5895263864273741,0.5833333333333334,1,0
pca_52,52.0,100.0,0.01,4,576,144,576,576.0,52,0.9677734375,0.8247666767253481,0.6929023281557339,0.7142857142857143,1,0
pca_52,52.0,100.0,0.01,5,576,144,576,576.0,52,0.9896640826873385,0.9259811338758708,0.7571877794400365,0.75,1,0
pca_52,52.0,100.0,0.1,1,576,144,576,576.0,52,0.764892578125,0.559330287279231,0.0,0.0,1,0
pca_52,52.0,100.0,0.1,2,576,144,576,576.0,52,0.7783203125,0.5904272084461846,0.0,0.0,1,0
pca_52,52.0,100.0,0.1,3,576,144,576,576.0,52,0.869384765625,0.7294561341436341,0.23652495839563303,0.11764705882352941,1,0
pca_52,52.0,100.0,0.1,4,576,144,576,576.0,52,0.927734375,0.6825554608979222,0.1468567377019206,0.1111111111111111,1,0
pca_52,52.0,100.0,0.1,5,576,144,576,576.0,52,0.7576227390180879,0.6825030015284991,0.0,0.0,1,0
pca_99,99.0,0.1,scale,1,576,144,576,576.0,99,0.96484375,0.7200310411148008,0.5803810000880093,0.6285714285714286,1,0
pca_99,99.0,0.1,scale,2,576,144,576,576.0,99,0.96240234375,0.7725327414740315,0.5608623113189765,0.6111111111111112,1,0
pca_99,99.0,0.1,scale,3,576,144,576,576.0,99,0.97607421875,0.8267501972665016,0.6456738625979104,0.6857142857142857,1,0
pca_99,99.0,0.1,scale,4,576,144,576,576.0,99,0.98828125,0.8780928375137935,0.8685990362153793,0.8823529411764706,1,0
pca_99,99.0,0.1,scale,5,576,144,576,576.0,99,0.9720930232558139,0.8358697763589067,0.6059500971167827,0.6470588235294118,1,0
pca_99,99.0,0.1,0.001,1,576,144,576,576.0,99,0.96484375,0.6918294479775458,0.5803810000880093,0.6285714285714286,1,0
pca_99,99.0,0.1,0.001,2,576,144,576,576.0,99,0.96630859375,0.8008042090522909,0.5608623113189765,0.6111111111111112,1,0
pca_99,99.0,0.1,0.001,3,576,144,576,576.0,99,0.9775390625,0.840456976598281,0.6456738625979104,0.6857142857142857,1,0
pca_99,99.0,0.1,0.001,4,576,144,576,576.0,99,0.98876953125,0.8686708450325904,0.8685990362153793,0.8823529411764706,1,0
pca_99,99.0,0.1,0.001,5,576,144,576,576.0,99,0.9700258397932816,0.8323975541366846,0.6272394357088683,0.6666666666666666,1,0
pca_99,99.0,0.1,0.01,1,576,144,576,576.0,99,0.9375,0.7764718675745143,0.0,0.0,1,0
pca_99,99.0,0.1,0.01,2,576,144,576,576.0,99,0.9775390625,0.7596225138165927,0.0,0.0,1,0
pca_99,99.0,0.1,0.01,3,576,144,576,576.0,99,0.96337890625,0.8285183683508177,0.0,0.0,1,0
pca_99,99.0,0.1,0.01,4,576,144,576,576.0,99,0.96728515625,0.7992730770691298,0.0,0.0,1,0
pca_99,99.0,0.1,0.01,5,576,144,576,576.0,99,0.9844961240310077,0.8901161995898837,0.0,0.0,1,0
pca_99,99.0,0.1,0.1,1,576,144,576,576.0,99,0.30615234375,0.17111932046022055,0.0,0.0,1,0
pca_99,99.0,0.1,0.1,2,576,144,576,576.0,99,0.242919921875,0.14634610445905466,0.0,0.0,1,0
pca_99,99.0,0.1,0.1,3,576,144,576,576.0,99,0.17724609375,0.06838633470740646,0.0,0.0,1,0
pca_99,99.0,0.1,0.1,4,576,144,576,576.0,99,0.12841796875,0.06471061792799189,0.0,0.0,1,0
pca_99,99.0,0.1,0.1,5,576,144,576,576.0,99,0.1560723514211886,0.06249651772612576,0.0,0.0,1,0
pca_99,99.0,1.0,scale,1,576,144,576,576.0,99,0.96923828125,0.7554408767402189,0.688653724024566,0.7222222222222222,1,0
pca_99,99.0,1.0,scale,2,576,144,576,576.0,99,0.9814453125,0.8776741776741777,0.7349684152591671,0.7647058823529411,1,0
pca_99,99.0,1.0,scale,3,576,144,576,576.0,99,0.99072265625,0.9426300125313283,0.8536041880696872,0.8666666666666667,1,0
pca_99,99.0,1.0,scale,4,576,144,576,576.0,99,0.9931640625,0.9337970637893238,0.8685990362153793,0.8823529411764706,1,0
pca_99,99.0,1.0,scale,5,576,144,576,576.0,99,0.9824289405684755,0.8662409812409813,0.7474763743641388,0.7741935483870968,1,0
pca_99,99.0,1.0,0.001,1,576,144,576,576.0,99,0.97119140625,0.7914330096073517,0.6456738625979104,0.6857142857142857,1,0
pca_99,99.0,1.0,0.001,2,576,144,576,576.0,99,0.98095703125,0.8721962065712066,0.71875,0.75,1,0
pca_99,99.0,1.0,0.001,3,576,144,576,576.0,99,0.9921875,0.9525122549019608,0.8536041880696872,0.8666666666666667,1,0
pca_99,99.0,1.0,0.001,4,576,144,576,576.0,99,0.9921875,0.9218047668705562,0.859375,0.875,1,0
pca_99,99.0,1.0,0.001,5,576,144,576,576.0,99,0.9834625322997417,0.8901827801827802,0.7321676801685973,0.7586206896551724,1,0
pca_99,99.0,1.0,0.01,1,576,144,576,576.0,99,0.9375,0.8028436647981885,0.6393427281885602,0.6086956521739131,1,0
pca_99,99.0,1.0,0.01,2,576,144,576,576.0,99,0.982421875,0.8618223790098789,0.4157423801090106,0.38095238095238093,1,0
pca_99,99.0,1.0,0.01,3,576,144,576,576.0,99,0.96142578125,0.8728319743122375,0.5895263864273741,0.5833333333333334,1,0
pca_99,99.0,1.0,0.01,4,576,144,576,576.0,99,0.96875,0.8132071155968215,0.5988172421968482,0.6153846153846154,1,0
pca_99,99.0,1.0,0.01,5,576,144,576,576.0,99,0.9844961240310077,0.8995182354625078,0.7112540705972631,0.6956521739130435,1,0
pca_99,99.0,1.0,0.1,1,576,144,576,576.0,99,0.724609375,0.5142726071275243,0.0,0.0,1,0
pca_99,99.0,1.0,0.1,2,576,144,576,576.0,99,0.76904296875,0.6002210931055355,0.0,0.0,1,0
pca_99,99.0,1.0,0.1,3,576,144,576,576.0,99,0.86474609375,0.6769080724492309,0.0,0.0,1,0
pca_99,99.0,1.0,0.1,4,576,144,576,576.0,99,0.11083984375,0.06471061792799189,0.0,0.0,1,0
pca_99,99.0,1.0,0.1,5,576,144,576,576.0,99,0.8490956072351421,0.7446165461374743,0.0,0.0,1,0
pca_99,99.0,10.0,scale,1,576,144,576,576.0,99,0.9755859375,0.8273008713387003,0.6239395821156212,0.6666666666666666,1,0
pca_99,99.0,10.0,scale,2,576,144,576,576.0,99,0.9892578125,0.9226579234319172,0.71875,0.75,1,0
pca_99,99.0,10.0,scale,3,576,144,576,576.0,99,0.9853515625,0.9407111528822056,0.8139004485228496,0.8275862068965517,1,0
pca_99,99.0,10.0,scale,4,576,144,576,576.0,99,0.99560546875,0.9692708333333333,0.859375,0.875,1,0
pca_99,99.0,10.0,scale,5,576,144,576,576.0,99,0.9235142118863049,0.8423015873015873,0.7321676801685973,0.7586206896551724,1,0
pca_99,99.0,10.0,0.001,1,576,144,576,576.0,99,0.97705078125,0.8447476606604896,0.6239395821156212,0.6666666666666666,1,0
pca_99,99.0,10.0,0.001,2,576,144,576,576.0,99,0.9892578125,0.9173928912826939,0.7890625,0.8125,1,0
pca_99,99.0,10.0,0.001,3,576,144,576,576.0,99,0.98388671875,0.936900502598177,0.8139004485228496,0.8275862068965517,1,0
pca_99,99.0,10.0,0.001,4,576,144,576,576.0,99,0.9951171875,0.9665296052631579,0.8293831030561306,0.8484848484848485,1,0
pca_99,99.0,10.0,0.001,5,576,144,576,576.0,99,0.924547803617571,0.8610017596782302,0.7321676801685973,0.7586206896551724,1,0
pca_99,99.0,10.0,0.01,1,576,144,576,576.0,99,0.9365234375,0.7980169534118795,0.5897678246195885,0.5454545454545454,1,0
pca_99,99.0,10.0,0.01,2,576,144,576,576.0,99,0.98291015625,0.8722390456765456,0.47809144373375745,0.4,1,0
pca_99,99.0,10.0,0.01,3,576,144,576,576.0,99,0.9619140625,0.8413372218059718,0.5895263864273741,0.5833333333333334,1,0
pca_99,99.0,10.0,0.01,4,576,144,576,576.0,99,0.96875,0.8132071155968215,0.5988172421968482,0.6153846153846154,1,0
pca_99,99.0,10.0,0.01,5,576,144,576,576.0,99,0.9855297157622739,0.9139503373848724,0.7112540705972631,0.6956521739130435,1,0
pca_99,99.0,10.0,0.1,1,576,144,576,576.0,99,0.724609375,0.5142726071275243,0.0,0.0,1,0
pca_99,99.0,10.0,0.1,2,576,144,576,576.0,99,0.76904296875,0.6002210931055355,0.0,0.0,1,0
pca_99,99.0,10.0,0.1,3,576,144,576,576.0,99,0.861083984375,0.6759402056277055,0.0,0.0,1,0
pca_99,99.0,10.0,0.1,4,576,144,576,576.0,99,0.087890625,0.06330185227504018,0.0,0.0,1,0
pca_99,99.0,10.0,0.1,5,576,144,576,576.0,99,0.8529715762273902,0.7455201217151173,0.0,0.0,1,0
pca_99,99.0,100.0,scale,1,576,144,576,576.0,99,0.9775390625,0.8282488155574204,0.6751399510385769,0.7096774193548387,1,0
pca_99,99.0,100.0,scale,2,576,144,576,576.0,99,0.99365234375,0.9533885796221323,0.8415524501276135,0.8571428571428571,1,0
pca_99,99.0,100.0,scale,3,576,144,576,576.0,99,0.9873046875,0.9516214177978884,0.8536041880696872,0.8666666666666667,1,0
pca_99,99.0,100.0,scale,4,576,144,576,576.0,99,0.99560546875,0.9686855005159958,0.8293831030561306,0.8484848484848485,1,0
pca_99,99.0,100.0,scale,5,576,144,576,576.0,99,0.9266149870801033,0.8739879564879565,0.7767441860465116,0.8,1,0
pca_99,99.0,100.0,0.001,1,576,144,576,576.0,99,0.97802734375,0.8375781284229173,0.71875,0.75,1,0
pca_99,99.0,100.0,0.001,2,576,144,576,576.0,99,0.99169921875,0.937982978279031,0.7609019294092941,0.7878787878787878,1,0
pca_99,99.0,100.0,0.001,3,576,144,576,576.0,99,0.9873046875,0.9516214177978884,0.8536041880696872,0.8666666666666667,1,0
pca_99,99.0,100.0,0.001,4,576,144,576,576.0,99,0.99560546875,0.9686855005159958,0.8293831030561306,0.8484848484848485,1,0
pca_99,99.0,100.0,0.001,5,576,144,576,576.0,99,0.9276485788113694,0.8770873119485381,0.7321676801685973,0.7586206896551724,1,0
pca_99,99.0,100.0,0.01,1,576,144,576,576.0,99,0.9365234375,0.7980169534118795,0.5897678246195885,0.5454545454545454,1,0
pca_99,99.0,100.0,0.01,2,576,144,576,576.0,99,0.98291015625,0.8722390456765456,0.47809144373375745,0.4,1,0
pca_99,99.0,100.0,0.01,3,576,144,576,576.0,99,0.9619140625,0.8413372218059718,0.5895263864273741,0.5833333333333334,1,0
pca_99,99.0,100.0,0.01,4,576,144,576,576.0,99,0.96875,0.8132071155968215,0.5988172421968482,0.6153846153846154,1,0
pca_99,99.0,100.0,0.01,5,576,144,576,576.0,99,0.9855297157622739,0.9139503373848724,0.7112540705972631,0.6956521739130435,1,0
pca_99,99.0,100.0,0.1,1,576,144,576,576.0,99,0.724609375,0.5142726071275243,0.0,0.0,1,0
pca_99,99.0,100.0,0.1,2,576,144,576,576.0,99,0.76904296875,0.6002210931055355,0.0,0.0,1,0
pca_99,99.0,100.0,0.1,3,576,144,576,576.0,99,0.861083984375,0.6759402056277055,0.0,0.0,1,0
pca_99,99.0,100.0,0.1,4,576,144,576,576.0,99,0.087890625,0.06330185227504018,0.0,0.0,1,0
pca_99,99.0,100.0,0.1,5,576,144,576,576.0,99,0.8529715762273902,0.7455201217151173,0.0,0.0,1,0
pca_274,274.0,0.1,scale,1,576,144,576,576.0,274,0.96630859375,0.7338681384537362,0.5803810000880093,0.6285714285714286,1,0
pca_274,274.0,0.1,scale,2,576,144,576,576.0,274,0.96435546875,0.7862012777988178,0.5608623113189765,0.6111111111111112,1,0
pca_274,274.0,0.1,scale,3,576,144,576,576.0,274,0.97705078125,0.8368512073675117,0.6456738625979104,0.6857142857142857,1,0
pca_274,274.0,0.1,scale,4,576,144,576,576.0,274,0.98779296875,0.8624678375137935,0.8685990362153793,0.8823529411764706,1,0
pca_274,274.0,0.1,scale,5,576,144,576,576.0,274,0.9710594315245478,0.8386457503848808,0.6059500971167827,0.6470588235294118,1,0
pca_274,274.0,0.1,0.001,1,576,144,576,576.0,274,0.9658203125,0.7026181384537362,0.6013377943029549,0.6470588235294118,1,0
pca_274,274.0,0.1,0.001,2,576,144,576,576.0,274,0.9677734375,0.8099675334729683,0.5608623113189765,0.6111111111111112,1,0
pca_274,274.0,0.1,0.001,3,576,144,576,576.0,274,0.978515625,0.8508354869767913,0.6456738625979104,0.6857142857142857,1,0
pca_274,274.0,0.1,0.001,4,576,144,576,576.0,274,0.98779296875,0.8165875116992571,0.8293831030561306,0.8484848484848485,1,0
pca_274,274.0,0.1,0.001,5,576,144,576,576.0,274,0.9700258397932817,0.841863253602384,0.6272394357088683,0.6666666666666666,1,0
pca_274,274.0,0.1,0.01,1,576,144,576,576.0,274,0.9296875,0.7910170671719585,0.0,0.0,1,0
pca_274,274.0,0.1,0.01,2,576,144,576,576.0,274,0.9755859375,0.7818997696067795,0.0,0.0,1,0
pca_274,274.0,0.1,0.01,3,576,144,576,576.0,274,0.9677734375,0.8244886059302332,0.0,0.0,1,0
pca_274,274.0,0.1,0.01,4,576,144,576,576.0,274,0.96923828125,0.8060355723045023,0.0,0.0,1,0
pca_274,274.0,0.1,0.01,5,576,144,576,576.0,274,0.9850129198966409,0.8927305786748512,0.0,0.0,1,0
pca_274,274.0,0.1,0.1,1,576,144,576,576.0,274,0.342529296875,0.17365917572295977,0.0,0.0,1,0
pca_274,274.0,0.1,0.1,2,576,144,576,576.0,274,0.30029296875,0.1497549394875525,0.0,0.0,1,0
pca_274,274.0,0.1,0.1,3,576,144,576,576.0,274,0.21826171875,0.07109975379418342,0.0,0.0,1,0
pca_274,274.0,0.1,0.1,4,576,144,576,576.0,274,0.18994140625,0.06879119088691127,0.0,0.0,1,0
pca_274,274.0,0.1,0.1,5,576,144,576,576.0,274,0.1958656330749354,0.06489056253965211,0.0,0.0,1,0
pca_274,274.0,1.0,scale,1,576,144,576,576.0,274,0.97021484375,0.7853188791725692,0.6456738625979104,0.6857142857142857,1,0
pca_274,274.0,1.0,scale,2,576,144,576,576.0,274,0.9814453125,0.8772044064323476,0.7349684152591671,0.7647058823529411,1,0
pca_274,274.0,1.0,scale,3,576,144,576,576.0,274,0.989990234375,0.9365288220551378,0.8198127976897006,0.8387096774193549,1,0
pca_274,274.0,1.0,scale,4,576,144,576,576.0,274,0.9931640625,0.9337970637893238,0.8685990362153793,0.8823529411764706,1,0
pca_274,274.0,1.0,scale,5,576,144,576,576.0,274,0.9834625322997417,0.884098124098124,0.7321676801685973,0.7586206896551724,1,0
pca_274,274.0,1.0,0.001,1,576,144,576,576.0,274,0.97119140625,0.8012911013947913,0.6456738625979104,0.6857142857142857,1,0
pca_274,274.0,1.0,0.001,2,576,144,576,576.0,274,0.982421875,0.8805528499278499,0.71875,0.75,1,0
pca_274,274.0,1.0,0.001,3,576,144,576,576.0,274,0.99169921875,0.9496527777777778,0.8910068068039617,0.896551724137931,1,0
pca_274,274.0,1.0,0.001,4,576,144,576,576.0,274,0.9921875,0.9218047668705562,0.8198127976897006,0.8387096774193549,1,0
pca_274,274.0,1.0,0.001,5,576,144,576,576.0,274,0.9834625322997417,0.8935161135161135,0.7321676801685973,0.7586206896551724,1,0
pca_274,274.0,1.0,0.01,1,576,144,576,576.0,274,0.92919921875,0.8048571384568828,0.5364417807858202,0.47619047619047616,1,0
pca_274,274.0,1.0,0.01,2,576,144,576,576.0,274,0.97998046875,0.8554761931832031,0.4157423801090106,0.38095238095238093,1,0
pca_274,274.0,1.0,0.01,3,576,144,576,576.0,274,0.97021484375,0.8547163642829917,0.5895263864273741,0.5833333333333334,1,0
pca_274,274.0,1.0,0.01,4,576,144,576,576.0,274,0.9697265625,0.8115148385755971,0.5988172421968482,0.6153846153846154,1,0
pca_274,274.0,1.0,0.01,5,576,144,576,576.0,274,0.9870801033591732,0.9061190855927697,0.7112540705972631,0.6956521739130435,1,0
pca_274,274.0,1.0,0.1,1,576,144,576,576.0,274,0.6962890625,0.5237791699024557,0.0,0.0,1,0
pca_274,274.0,1.0,0.1,2,576,144,576,576.0,274,0.740234375,0.6111890487609912,0.0,0.0,1,0
pca_274,274.0,1.0,0.1,3,576,144,576,576.0,274,0.17333984375,0.06842749478846015,0.0,0.0,1,0
pca_274,274.0,1.0,0.1,4,576,144,576,576.0,274,0.145751953125,0.06651412634839635,0.0,0.0,1,0
pca_274,274.0,1.0,0.1,5,576,144,576,576.0,274,0.8439276485788113,0.6912528267752148,0.0,0.0,1,0
pca_274,274.0,10.0,scale,1,576,144,576,576.0,274,0.9775390625,0.8471986410526464,0.6924207557624577,0.7272727272727273,1,0
pca_274,274.0,10.0,scale,2,576,144,576,576.0,274,0.9912109375,0.9340410868371395,0.7609019294092941,0.7878787878787878,1,0
pca_274,274.0,10.0,scale,3,576,144,576,576.0,274,0.98486328125,0.9401013967846447,0.8528028654224418,0.8571428571428571,1,0
pca_274,274.0,10.0,scale,4,576,144,576,576.0,274,0.99609375,0.9719024122807018,0.8293831030561306,0.8484848484848485,1,0
pca_274,274.0,10.0,scale,5,576,144,576,576.0,274,0.9266149870801034,0.8560531135531135,0.7321676801685973,0.7586206896551724,1,0
pca_274,274.0,10.0,0.001,1,576,144,576,576.0,274,0.9775390625,0.8474910387134652,0.6924207557624577,0.7272727272727273,1,0
pca_274,274.0,10.0,0.001,2,576,144,576,576.0,274,0.99072265625,0.9278941088151614,0.7890625,0.8125,1,0
pca_274,274.0,10.0,0.001,3,576,144,576,576.0,274,0.98486328125,0.9422619047619049,0.8528028654224418,0.8571428571428571,1,0
pca_274,274.0,10.0,0.001,4,576,144,576,576.0,274,0.99609375,0.9719024122807018,0.8293831030561306,0.8484848484848485,1,0
pca_274,274.0,10.0,0.001,5,576,144,576,576.0,274,0.9281653746770027,0.8753256339121764,0.7321676801685973,0.7586206896551724,1,0
pca_274,274.0,10.0,0.01,1,576,144,576,576.0,274,0.9267578125,0.7956018164841694,0.5364417807858202,0.47619047619047616,1,0
pca_274,274.0,10.0,0.01,2,576,144,576,576.0,274,0.98193359375,0.8631960053835054,0.47809144373375745,0.4,1,0
pca_274,274.0,10.0,0.01,3,576,144,576,576.0,274,0.97265625,0.8665708286596444,0.5895263864273741,0.5833333333333334,1,0
pca_274,274.0,10.0,0.01,4,576,144,576,576.0,274,0.9697265625,0.8115148385755971,0.5988172421968482,0.6153846153846154,1,0
pca_274,274.0,10.0,0.01,5,576,144,576,576.0,274,0.9912144702842378,0.9294212105976812,0.7112540705972631,0.6956521739130435,1,0
pca_274,274.0,10.0,0.1,1,576,144,576,576.0,274,0.6962890625,0.5237791699024557,0.0,0.0,1,0
pca_274,274.0,10.0,0.1,2,576,144,576,576.0,274,0.73779296875,0.610637867658629,0.0,0.0,1,0
pca_274,274.0,10.0,0.1,3,576,144,576,576.0,274,0.17333984375,0.06842749478846015,0.0,0.0,1,0
pca_274,274.0,10.0,0.1,4,576,144,576,576.0,274,0.145751953125,0.06651412634839635,0.0,0.0,1,0
pca_274,274.0,10.0,0.1,5,576,144,576,576.0,274,0.8439276485788113,0.6912528267752148,0.0,0.0,1,0
pca_274,274.0,100.0,scale,1,576,144,576,576.0,274,0.97802734375,0.8407205777610189,0.71875,0.75,1,0
pca_274,274.0,100.0,scale,2,576,144,576,576.0,274,0.99267578125,0.9449633345240931,0.8293831030561306,0.8484848484848485,1,0
pca_274,274.0,100.0,scale,3,576,144,576,576.0,274,0.98681640625,0.9447681704260652,0.8536041880696872,0.8666666666666667,1,0
pca_274,274.0,100.0,scale,4,576,144,576,576.0,274,0.99560546875,0.9686855005159958,0.8293831030561306,0.8484848484848485,1,0
pca_274,274.0,100.0,scale,5,576,144,576,576.0,274,0.9281653746770026,0.8882549966373495,0.7651638383496376,0.7857142857142857,1,0
pca_274,274.0,100.0,0.001,1,576,144,576,576.0,274,0.97705078125,0.8391070156695157,0.71875,0.75,1,0
pca_274,274.0,100.0,0.001,2,576,144,576,576.0,274,0.99169921875,0.936422039218092,0.7609019294092941,0.7878787878787878,1,0
pca_274,274.0,100.0,0.001,3,576,144,576,576.0,274,0.986328125,0.9440934065934067,0.8921492210152624,0.9032258064516129,1,0
pca_274,274.0,100.0,0.001,4,576,144,576,576.0,274,0.99560546875,0.9686855005159958,0.8293831030561306,0.8484848484848485,1,0
pca_274,274.0,100.0,0.001,5,576,144,576,576.0,274,0.9281653746770026,0.8844947193559455,0.7651638383496376,0.7857142857142857,1,0
pca_274,274.0,100.0,0.01,1,576,144,576,576.0,274,0.9267578125,0.7956018164841694,0.5364417807858202,0.47619047619047616,1,0
pca_274,274.0,100.0,0.01,2,576,144,576,576.0,274,0.98193359375,0.8631960053835054,0.47809144373375745,0.4,1,0
pca_274,274.0,100.0,0.01,3,576,144,576,576.0,274,0.97265625,0.8665708286596444,0.5895263864273741,0.5833333333333334,1,0
pca_274,274.0,100.0,0.01,4,576,144,576,576.0,274,0.9697265625,0.8115148385755971,0.5988172421968482,0.6153846153846154,1,0
pca_274,274.0,100.0,0.01,5,576,144,576,576.0,274,0.9912144702842378,0.9294212105976812,0.7112540705972631,0.6956521739130435,1,0
pca_274,274.0,100.0,0.1,1,576,144,576,576.0,274,0.6962890625,0.5237791699024557,0.0,0.0,1,0
pca_274,274.0,100.0,0.1,2,576,144,576,576.0,274,0.73779296875,0.610637867658629,0.0,0.0,1,0
pca_274,274.0,100.0,0.1,3,576,144,576,576.0,274,0.17333984375,0.06842749478846015,0.0,0.0,1,0
pca_274,274.0,100.0,0.1,4,576,144,576,576.0,274,0.145751953125,0.06651412634839635,0.0,0.0,1,0
pca_274,274.0,100.0,0.1,5,576,144,576,576.0,274,0.8439276485788113,0.6912528267752148,0.0,0.0,1,0
