model,gpu,gpu_total_vram_gib,model_dtype,embedding_dimension,tested_batch_sizes,successful_batch_sizes,memory_safety_threshold_percent,recommended_production_batch_size,recommended_peak_allocated_gib,recommended_peak_reserved_gib,recommended_peak_reserved_percent,benchmark_maximum_sequence_length,selection_rule,local_cache_only,full_dataset_embeddings_generated
facebook/esm2_t33_650M_UR50D,NVIDIA GeForce RTX 3080,9.99951171875,torch.float16,1280,"1,2,4,8,16,32,64","1,2,4,8,16,32,64",75.0,64,1.3498497009277344,1.541015625,15.410908735778115,38,largest tested successful batch with peak reserved GPU memory below 75%,True,False
