dimension_index_zero_based,dimension_name,overall_mean,overall_sd,overall_variance,overall_minimum,overall_maximum,overall_range,development_mean,development_sd,constant_overall,near_zero_sd_overall
668,esm2_0669,0.015558624108808816,0.05084330764681226,0.002585041932468398,-0.12310791,0.17883301,0.30194092,0.015243421743313472,0.05100678486962439,False,False
669,esm2_0670,0.0033560116732954054,0.05742947970793654,0.0032981451395242946,-0.1472168,0.18249512,0.3297119,0.002194176779852973,0.05841502925725883,False,False
670,esm2_0671,0.016908046540356634,0.06288376687453696,0.003954368136331113,-0.1842041,0.19165039,0.3758545,0.017798282702763877,0.06304333885915245,False,False
671,esm2_0672,-0.06186196436231065,0.04842960653273278,0.0023454267889153136,-0.25805664,0.087524414,0.34558105,-0.06165147225062052,0.04891008195113411,False,False
672,esm2_0673,0.04408086589914845,0.05481407976489445,0.003004583340472211,-0.14465332,0.27319336,0.41784668,0.04391931543747584,0.054901512664520334,False,False
673,esm2_0674,0.0007322516610699145,0.057986698236775866,0.003362457172402905,-0.23657227,0.16210938,0.39868164,0.00202737409207556,0.05875516041873685,False,False
674,esm2_0675,-0.06046105648383713,0.04476521551801019,0.0020039245203739,-0.22668457,0.1274414,0.35412598,-0.059937007559670345,0.045998531396809574,False,False
675,esm2_0676,0.012200038520398072,0.05187912807739849,0.002691443930071116,-0.18395996,0.19787598,0.38183594,0.010801067617204453,0.051664608588843676,False,False
676,esm2_0677,0.0794771670236704,0.07989525132306252,0.006383251183975324,-0.2763672,0.24438477,0.52075195,0.08074823452366722,0.0777512638967681,False,False
677,esm2_0678,0.07903257604444464,0.07193125022031172,0.005174104758257095,-0.1385498,0.2331543,0.3717041,0.08052024030023151,0.0711098813124997,False,False
678,esm2_0679,0.0938182158951754,0.07159725117295418,0.005126166375523089,-0.091674805,0.26391602,0.35559082,0.09354491233825683,0.07155716515416877,False,False
679,esm2_0680,0.10294588636214143,0.06571158983832821,0.00431801303908068,-0.11627197,0.26757812,0.3838501,0.10365057587623597,0.06525187489100841,False,False
680,esm2_0681,0.08738274791264508,0.048014978830857626,0.0023054381921277056,-0.10632324,0.24975586,0.3560791,0.08683225015799205,0.04842980631115764,False,False
681,esm2_0682,-0.018589277709363965,0.03650816157171696,0.0013328458613465913,-0.1574707,0.109436035,0.26690674,-0.019177995373805365,0.036828099741071325,False,False
682,esm2_0683,0.002752537931109904,0.067524232768344,0.004559522010953503,-0.33422852,0.19030762,0.52453613,0.002971835517221027,0.06870020993030597,False,False
683,esm2_0684,0.06390488610812747,0.08478572092475216,0.007188618472729957,-0.10998535,0.44067383,0.5506592,0.0623558587498135,0.084493767841626,False,False
684,esm2_0685,0.028429631520058552,0.042104969557160796,0.0017728284614094375,-0.15478516,0.17834473,0.33312988,0.028604884445667268,0.042373115560916295,False,False
685,esm2_0686,0.014968775154880097,0.04263456817310142,0.0018177064033068325,-0.16064453,0.17749023,0.33813477,0.014156245440244675,0.04256403003264846,False,False
686,esm2_0687,0.0589274222260707,0.08237687663112554,0.006785949803499677,-0.14208984,0.3359375,0.47802734,0.05638744897312588,0.08286076944697081,False,False
687,esm2_0688,0.06189669819174543,0.05691590976879123,0.003239420784809185,-0.09527588,0.22009277,0.31536865,0.061492313775751324,0.05779989029238922,False,False
688,esm2_0689,0.00765580355657986,0.055086905338938646,0.003034567139821187,-0.27905273,0.18688965,0.46594238,0.0072105399436420865,0.055085787787889244,False,False
689,esm2_0690,-0.07896583299922626,0.08230453784424707,0.006774036949755099,-0.32080078,0.18273926,0.50354004,-0.08017152316040463,0.08271213565383571,False,False
690,esm2_0691,0.31446250297385503,0.17170798219520558,0.029483631149549036,-0.28833008,0.76123047,1.0495605,0.3174362500508626,0.17164330016501175,False,False
691,esm2_0692,0.012897380978100573,0.0527917540184702,0.0027869692923466645,-0.103515625,0.17871094,0.28222656,0.011638504101170434,0.05241175345951234,False,False
692,esm2_0693,-0.04444376385039944,0.05078662558614549,0.0025792813384273275,-0.19873047,0.20239258,0.40112305,-0.044979767666922674,0.0514491663038727,False,False
693,esm2_0694,0.11348752308632769,0.04280266576319514,0.0018320681964357978,-0.06008911,0.25219727,0.31228638,0.11290880839029947,0.043317032856599665,False,False
694,esm2_0695,-0.021623653788677727,0.06595750884896873,0.004350392973561787,-0.23791504,0.23693848,0.47485352,-0.020963616834746467,0.06540637959468577,False,False
695,esm2_0696,-0.02404895712612207,0.045383299766046804,0.002059643897654864,-0.1459961,0.16821289,0.31420898,-0.023263839880625407,0.045060010503747916,False,False
696,esm2_0697,-0.03924961915688298,0.06176729833230299,0.0038151991432717196,-0.25048828,0.14099121,0.3914795,-0.04048581189579434,0.06138165241522862,False,False
697,esm2_0698,-0.05909799636402617,0.06724576709007195,0.004521993191532204,-0.29370117,0.15600586,0.44970703,-0.059307967705859076,0.06728720739318887,False,False
698,esm2_0699,0.11082542908443066,0.05345807051226501,0.0028577653028942977,-0.16784668,0.28759766,0.45544434,0.11125078135066563,0.054269459565185994,False,False
699,esm2_0700,0.07609442111257708,0.05048393889355291,0.002548628086207984,-0.17956543,0.17822266,0.3577881,0.07657988336351183,0.05124509051755003,False,False
700,esm2_0701,0.007680912525884055,0.05802856959435581,0.0033673148891669954,-0.18041992,0.28881836,0.46923828,0.006635652151372698,0.059210889939155464,False,False
701,esm2_0702,0.025206691549303266,0.05608691315974566,0.003145741827788851,-0.23339844,0.21923828,0.45263672,0.024069700804021623,0.05635546248526884,False,False
702,esm2_0703,0.015063320161499803,0.0552786446020883,0.003055728549043986,-0.15588379,0.19946289,0.35534668,0.016076438046163984,0.0560777519963293,False,False
703,esm2_0704,0.040840964404644894,0.0468901550228339,0.0021986866380653953,-0.11651611,0.24035645,0.35687256,0.04004429570502705,0.04568763184086971,False,False
704,esm2_0705,-0.03474126116152477,0.04565983647654097,0.002084820667064461,-0.2854004,0.11151123,0.39691162,-0.03452911972999573,0.04453749726469795,False,False
705,esm2_0706,-0.0034860969251321503,0.055766762193297445,0.0031099317655237896,-0.1928711,0.21813965,0.41101074,-0.0031256662474738227,0.05583741396018997,False,False
706,esm2_0707,-0.024691381610590927,0.07273468780081419,0.0052903348094819076,-0.20410156,0.2121582,0.41625977,-0.02669268043504821,0.07188724214295593,False,False
707,esm2_0708,-0.00906986242923038,0.04448947869553556,0.0019793137146005124,-0.1920166,0.15112305,0.34313965,-0.009112159742249383,0.04538573237331145,False,False
708,esm2_0709,0.012509734993107972,0.055819222567487996,0.0031157856080387615,-0.18286133,0.2709961,0.45385742,0.010782772964901394,0.05547587317768698,False,False
709,esm2_0710,0.1422101194400766,0.068109495722267,0.004638903407541506,-0.10845947,0.2956543,0.40411377,0.14201969901720682,0.06793444446917431,False,False
710,esm2_0711,0.035404571682446276,0.05237883176694075,0.0027435420172694813,-0.14050293,0.17041016,0.3109131,0.036018275055620406,0.05298019006031376,False,False
711,esm2_0712,0.020555273211094967,0.04712223496676424,0.0022205050282629382,-0.19311523,0.18762207,0.3807373,0.01975178031457795,0.04758948592440259,False,False
712,esm2_0713,-0.011994624376032381,0.0467612643046132,0.0021866158393658926,-0.18774414,0.1928711,0.38061523,-0.01001068933142556,0.04660218690784208,False,False
713,esm2_0714,-0.020350559371689978,0.04858146017026295,0.0023601582722748457,-0.20214844,0.12194824,0.32409668,-0.019793338494168387,0.04874671710522142,False,False
714,esm2_0715,-0.043528234257417565,0.07565104236785222,0.005723080211342572,-0.2849121,0.21484375,0.49975586,-0.04399140973885854,0.0761770923100862,False,False
715,esm2_0716,0.013185429784751495,0.07470266870979214,0.0055804887123649585,-0.16711426,0.2524414,0.41955566,0.012646449274486965,0.07521753142204249,False,False
716,esm2_0717,-0.04879125625258942,0.04362353464904942,0.001903012775276815,-0.17944336,0.1616211,0.34106445,-0.04864855259656906,0.044121234449744716,False,False
717,esm2_0718,0.029161526347106358,0.04970628455010953,0.0024707147237764578,-0.20544434,0.16882324,0.37426758,0.028685275465250015,0.04917503684180107,False,False
718,esm2_0719,-0.007374583153295994,0.042631318697926,0.0018174293339241353,-0.1965332,0.17285156,0.36938477,-0.00791976691948043,0.043095986931391994,False,False
719,esm2_0720,0.06058509666038538,0.060047784244538535,0.0036057363926786505,-0.119384766,0.26782227,0.38720703,0.0604145193265544,0.06020080051813744,False,False
720,esm2_0721,0.08194323993814111,0.05312305968956525,0.0028220594707811125,-0.23303223,0.23510742,0.46813965,0.08272214333216349,0.05198579991575324,False,False
721,esm2_0722,0.04051057506480836,0.057463378856045175,0.0033020399095533793,-0.15490723,0.17382812,0.32873535,0.04127452274163564,0.05720680232510711,False,False
722,esm2_0723,0.13740191528455795,0.05899922171347531,0.0034809081627958163,-0.022033691,0.3251953,0.347229,0.13683275646633572,0.05866575221984204,False,False
723,esm2_0724,0.07101565037133559,0.05806231451765082,0.0033712323671466053,-0.1227417,0.22839355,0.35113525,0.0736935920185513,0.05666187881136926,False,False
724,esm2_0725,0.0178359985086947,0.03739720688034004,0.0013985510824509524,-0.12310791,0.1628418,0.2859497,0.017003588378429413,0.037712720946751044,False,False
725,esm2_0726,0.039132300875956955,0.05307383046611754,0.0028168314803461865,-0.2133789,0.23461914,0.44799805,0.03990464814835125,0.05317376702344718,False,False
726,esm2_0727,-0.09123647530520795,0.0680332328544192,0.004628520772623624,-0.3022461,0.08355713,0.38580322,-0.08943511404924923,0.06737276458518207,False,False
727,esm2_0728,-0.01223781866979652,0.04439096200214282,0.0019705575074756877,-0.21838379,0.1459961,0.36437988,-0.012395691126585007,0.04396780881002059,False,False
728,esm2_0729,0.015708330998013206,0.05108402033731447,0.002609577133823158,-0.15209961,0.25463867,0.40673828,0.01568954454527961,0.05113179577191248,False,False
729,esm2_0730,0.07326467002800911,0.05896020251350887,0.0034763054804339776,-0.08453369,0.2697754,0.35430908,0.07376331753200954,0.05929260803165678,False,False
730,esm2_0731,-0.12356123887209199,0.06297316343032633,0.003965619312422589,-0.38305664,0.16931152,0.55236816,-0.12341785165998671,0.06395321728967415,False,False
731,esm2_0732,0.003560760045025113,0.04919939785669179,0.0024205807494610486,-0.24511719,0.16296387,0.40808105,0.003655980361832513,0.04930075146585109,False,False
732,esm2_0733,0.06765547550214118,0.05728735879800657,0.0032818414780515404,-0.042266846,0.36547852,0.40774536,0.06570744845602247,0.055686598646188405,False,False
733,esm2_0734,0.02907667810988347,0.061601119601427605,0.003794697936149388,-0.1796875,0.1854248,0.3651123,0.030289273460706076,0.06085678328951985,False,False
734,esm2_0735,0.03456142739900341,0.050270268360257477,0.0025270998810123036,-0.328125,0.24523926,0.57336426,0.03447604543632931,0.05060438950461378,False,False
735,esm2_0736,0.07566592418128722,0.0681832438538101,0.004648954742428131,-0.10424805,0.30273438,0.40698242,0.07489514135652119,0.06743624270361631,False,False
736,esm2_0737,1.0001967585708669,0.331606190132726,0.10996266533434164,-0.17980957,1.6289062,1.8087158,1.0063583374023437,0.3268721669251235,False,False
737,esm2_0738,0.006368215684753147,0.05571359807911547,0.0031040050109212187,-0.17907715,0.15698242,0.33605957,0.006564284529950884,0.0558984017954865,False,False
738,esm2_0739,-0.10083086046077039,0.07530146456990654,0.005670310566372889,-0.2290039,0.27563477,0.5046387,-0.10161754704184002,0.07440076558722566,False,False
739,esm2_0740,-0.07646743253650728,0.0449024030340562,0.0020162257982328196,-0.26953125,0.07800293,0.34753418,-0.07594748867882622,0.04429038077614281,False,False
740,esm2_0741,0.04620586926082395,0.050765676351790315,0.0025771538954547225,-0.15466309,0.22155762,0.3762207,0.04607001261578666,0.0509680596084472,False,False
741,esm2_0742,0.04433253708478481,0.08896231842189073,0.007914294098997878,-0.2232666,0.24316406,0.46643066,0.046492103735605875,0.0887204609915553,False,False
742,esm2_0743,0.06277008505163924,0.05411353064869726,0.002928274199267498,-0.13366699,0.26660156,0.40026855,0.0620852171546883,0.05492403427804612,False,False
743,esm2_0744,-0.11505525861014007,0.05891338562616705,0.0034707870059374657,-0.26513672,0.06866455,0.33380127,-0.11312712132930755,0.05877237413857667,False,False
744,esm2_0745,-0.04142243854213634,0.04927420499537006,0.0024279472779257516,-0.23046875,0.109558105,0.34002686,-0.041312488913536075,0.048360452881058835,False,False
745,esm2_0746,-0.04847590772478483,0.08304508208561234,0.0068964856586060915,-0.42797852,0.1751709,0.6031494,-0.050989269216855364,0.08325987725214824,False,False
746,esm2_0747,0.008724232360340249,0.06471250077003482,0.0041877077559117565,-0.24621582,0.32958984,0.57580566,0.008059518287579219,0.06595979166653519,False,False
747,esm2_0748,0.020168843597471384,0.047259672068985556,0.0022334766040680537,-0.11254883,0.16662598,0.2791748,0.01938157876332601,0.0469949693345797,False,False
748,esm2_0749,0.07384588768691254,0.053101969481304176,0.0028198191627933603,-0.14379883,0.36279297,0.5065918,0.07192699909210205,0.05371806903714203,False,False
749,esm2_0750,0.036825850854041706,0.07465295625177101,0.005573063877128836,-0.2722168,0.23376465,0.50598145,0.03724400020307965,0.07515404809985517,False,False
750,esm2_0751,0.031968532008150974,0.055764195473940036,0.0031096454968557946,-0.19238281,0.2109375,0.4033203,0.031607895178927314,0.05599989524308786,False,False
751,esm2_0752,0.03161326404681613,0.03962969052371196,0.0015705123710051856,-0.10003662,0.18005371,0.28009033,0.030232176350222694,0.03964203775035184,False,False
752,esm2_0753,0.04229279138668793,0.11155223959410968,0.012443902158461652,-0.37231445,0.27368164,0.6459961,0.04477199133899477,0.11076536740391135,False,False
753,esm2_0754,-0.03396370785350143,0.04040684474326352,0.0016327131021062027,-0.17895508,0.21582031,0.3947754,-0.03326942465371556,0.040780210531140275,False,False
754,esm2_0755,0.01315557831003187,0.08392472157317833,0.007043358891135505,-0.29467773,0.31396484,0.6086426,0.012038174188799329,0.08610013974621467,False,False
755,esm2_0756,0.07461140489207785,0.076571915204681,0.005863258198112857,-0.27001953,0.25610352,0.52612305,0.07502015762858921,0.07624150092057258,False,False
756,esm2_0757,-0.07053682277522791,0.058297963289380236,0.0033986525236899255,-0.18908691,0.1472168,0.3363037,-0.07087957693470849,0.05948394361746783,False,False
757,esm2_0758,0.04833964198066974,0.045429400013423084,0.002063830385579605,-0.103759766,0.22766113,0.3314209,0.04783038977119658,0.04626309698392633,False,False
758,esm2_0759,-0.09434395545595362,0.05660403474930055,0.003204016749900024,-0.29296875,0.15966797,0.45263672,-0.09370288517740037,0.05663353268724843,False,False
759,esm2_0760,0.005227377226826354,0.05794761125127662,0.003357925649729081,-0.22058105,0.19519043,0.41577148,0.0049297786421246,0.05754104668339746,False,False
760,esm2_0761,-0.07187932471720943,0.08567929404283364,0.0073409414276783495,-0.32641602,0.2388916,0.5653076,-0.07443333797984653,0.0849387071268234,False,False
761,esm2_0762,0.03480090179401021,0.052823955273820264,0.002790370250770564,-0.14221191,0.25390625,0.39611816,0.03466494944360521,0.05373905893781274,False,False
762,esm2_0763,0.052980467958270376,0.057486298686836426,0.0033046745367121717,-0.10839844,0.3251953,0.43359375,0.05146670805083381,0.05758350364082423,False,False
763,esm2_0764,-0.005875874637366664,0.06031665669112341,0.0036380990743948424,-0.18444824,0.18164062,0.36608887,-0.005480710003111098,0.05995439161661825,False,False
764,esm2_0765,0.03358994683997083,0.057212611452819445,0.0032732829092512864,-0.21520996,0.1965332,0.41174316,0.03318872650464376,0.058043789273017135,False,False
765,esm2_0766,-0.005756848792521724,0.04908629438705675,0.002409464296652799,-0.20227051,0.20227051,0.40454102,-0.004431105487876468,0.04884076835944441,False,False
766,esm2_0767,-0.040371157882216235,0.040794545087102854,0.0016641949088636678,-0.20812988,0.13012695,0.33825684,-0.03968696958488888,0.04075662983755583,False,False
767,esm2_0768,-0.04170916387428851,0.0661011044391382,0.004369356008073856,-0.26660156,0.18249512,0.44909668,-0.04283189235462083,0.06689188862658614,False,False
768,esm2_0769,-0.03538004241958178,0.0558082630593297,0.0031145622256993437,-0.24523926,0.19262695,0.4378662,-0.0354937370452616,0.05544021231713835,False,False
769,esm2_0770,-0.017612314846089626,0.05549116408353454,0.0030792692913457543,-0.28149414,0.1239624,0.40545654,-0.016467480195893183,0.05574620103258644,False,False
770,esm2_0771,0.05363064336194579,0.04594098089682871,0.0021105737257627803,-0.19641113,0.19384766,0.3902588,0.054432560006777445,0.045371049264032695,False,False
771,esm2_0772,-0.0002304920213468596,0.0440156763410891,0.0019373797637635107,-0.15246582,0.17236328,0.3248291,-0.00012756023142072889,0.044319865032328515,False,False
772,esm2_0773,0.06673868157622817,0.05914461070599797,0.0034980849755640495,-0.16455078,0.29248047,0.45703125,0.0665131785803371,0.05946776772021795,False,False
773,esm2_0774,-0.021220982802430215,0.04371797117106406,0.001911261003313988,-0.22741699,0.13452148,0.36193848,-0.02204720675945282,0.04423904695509491,False,False
774,esm2_0775,-0.0559495859484826,0.047476850860656936,0.0022540513676450615,-0.2265625,0.119140625,0.34570312,-0.05548291686508391,0.04747391813979576,False,False
775,esm2_0776,0.05451662400189568,0.04828317958609431,0.002331265430943034,-0.11956787,0.24902344,0.3685913,0.05613250599967109,0.048133720613751235,False,False
776,esm2_0777,0.04470876881337986,0.06721978064948839,0.004518498910565333,-0.15209961,0.30908203,0.46118164,0.04292820236749119,0.06668915971897052,False,False
777,esm2_0778,-0.08929183612785381,0.05017949718739503,0.0025179819379797853,-0.31811523,0.03918457,0.3572998,-0.08916722668541802,0.05018886846882176,False,False
778,esm2_0779,-0.0016465853903851948,0.05644779035422176,0.003186353035874171,-0.20666504,0.17797852,0.38464355,-0.002245344552728865,0.056672947292634265,False,False
779,esm2_0780,-0.0596538230396402,0.04277363687361643,0.0018295840113959991,-0.21875,0.1171875,0.3359375,-0.060478483306037056,0.043022259907867705,False,False
780,esm2_0781,-0.037378342315703465,0.05745212842195021,0.0033007470602122594,-0.31274414,0.1295166,0.44226074,-0.03545165451036559,0.05755047083512242,False,False
781,esm2_0782,0.025399220638084623,0.06971827981229504,0.004860638539985467,-0.18835449,0.22802734,0.41638184,0.02681992832157347,0.06919081153163473,False,False
782,esm2_0783,-0.04827208517658856,0.06928761774455208,0.004800773972715169,-0.2993164,0.09820557,0.39752197,-0.04753795862197876,0.06770639056485502,False,False
783,esm2_0784,-0.02472557641822146,0.0618123165098397,0.0038207624723126015,-0.20910645,0.1895752,0.39868164,-0.02587462431854672,0.062033967001194006,False,False
784,esm2_0785,0.046029073681339176,0.07441231007718195,0.005537191891022674,-0.17541504,0.3100586,0.48547363,0.04459191569023662,0.07353761678039196,False,False
785,esm2_0786,-0.020471679383721388,0.039046370452386896,0.0015246190455050323,-0.24694824,0.11053467,0.3574829,-0.01987323711315791,0.0395427671086677,False,False
786,esm2_0787,0.07969913128081225,0.09129376059617794,0.008334550723792253,-0.22583008,0.3791504,0.60498047,0.08178159031603072,0.0901503615074137,False,False
787,esm2_0788,0.10852226697644436,0.06059776243108196,0.0036720888116538487,-0.116760254,0.29833984,0.4151001,0.10814810858832466,0.06136325994841905,False,False
788,esm2_0789,0.048485308124804734,0.05877462378159805,0.0034544564006683907,-0.1262207,0.35791016,0.48413086,0.04692536186840799,0.05940362564407216,False,False
789,esm2_0790,-0.08444146787154423,0.04767140686212399,0.002272563032214162,-0.25708008,0.054016113,0.3110962,-0.08348913490772247,0.047114439472342104,False,False
790,esm2_0791,0.007697040378452009,0.04688254562696563,0.002197973084464514,-0.1809082,0.19604492,0.37695312,0.007837398184670342,0.04864085275329803,False,False
791,esm2_0792,-0.006862540620810184,0.042276985923501265,0.001787343538775924,-0.14086914,0.1809082,0.32177734,-0.005625584721565246,0.04277411045379926,False,False
792,esm2_0793,0.04572288329805042,0.05414739345621355,0.002931940218101998,-0.18408203,0.20898438,0.3930664,0.04471330237057474,0.05367008863533935,False,False
793,esm2_0794,-0.00397678372862601,0.05591876240688018,0.0031269079891171163,-0.21582031,0.23168945,0.44750977,-0.0029397553039921653,0.05592045120376914,False,False
794,esm2_0795,-0.021894936887061556,0.04499038862598999,0.002024135068717609,-0.29174805,0.08898926,0.3807373,-0.020776946428749297,0.046059655102235184,False,False
795,esm2_0796,0.10584064606953408,0.06646882389057032,0.004418104549395651,-0.13012695,0.28222656,0.41235352,0.10712788254022598,0.06524863485460046,False,False
796,esm2_0797,0.057578314422370325,0.054961942979150136,0.0030208151760433505,-0.12054443,0.22167969,0.34222412,0.059102912247180936,0.05597875458333997,False,False
797,esm2_0798,-0.12284235671146067,0.06148716701542672,0.003780671707582979,-0.2861328,0.12408447,0.4102173,-0.12195058912038803,0.06235470311840872,False,False
798,esm2_0799,-0.01770192470719891,0.054942740122108195,0.0030187046921255176,-0.22644043,0.16552734,0.39196777,-0.019579675296942392,0.05336962847583576,False,False
799,esm2_0800,0.03711334066041699,0.06931030591820875,0.0048039185064756825,-0.2006836,0.23852539,0.43920898,0.03514707568618986,0.06949289717356509,False,False
800,esm2_0801,0.012328425205243415,0.09776839870012143,0.009558659784385906,-0.2824707,0.17138672,0.45385742,0.013475869099299114,0.09602408729201288,False,False
801,esm2_0802,-0.055785021824259866,0.05568100348906046,0.003100374149548763,-0.19299316,0.19433594,0.3873291,-0.055716930992073484,0.05516359151284515,False,False
802,esm2_0803,0.0010761015952361146,0.07763042804150408,0.006026483357907143,-0.26611328,0.16442871,0.430542,0.0023129694991641573,0.07643560568356535,False,False
803,esm2_0804,-0.07924970908381963,0.05744644135440991,0.003300093624285657,-0.2565918,0.1027832,0.359375,-0.07994357215033637,0.057182113829204274,False,False
804,esm2_0805,0.13240603204572637,0.07396924899402323,0.005471449796739806,-0.17028809,0.32226562,0.4925537,0.13342588278982376,0.07338109915352635,False,False
805,esm2_0806,0.09557342899758596,0.0982202968954557,0.009647226722231462,-0.22058105,0.3305664,0.55114746,0.09571104513274299,0.09706003936602262,False,False
806,esm2_0807,0.03364836574262308,0.06630995254366971,0.004397009806343729,-0.24475098,0.1743164,0.41906738,0.034576063685947,0.06581495217141824,False,False
807,esm2_0808,0.032887743527563774,0.04475573150374001,0.002003075502434866,-0.12017822,0.20776367,0.3279419,0.03299246480067571,0.04370939322377391,False,False
808,esm2_0809,-0.026495979575814472,0.114904606664107,0.013203068632633142,-0.25708008,0.31201172,0.5690918,-0.029576483700010512,0.11327154402541025,False,False
809,esm2_0810,-0.0903650870201458,0.07933249320418931,0.006293644477992743,-0.31225586,0.17687988,0.48913574,-0.09130295117696126,0.07844748724749968,False,False
810,esm2_0811,0.03917444956289412,0.054470999576354096,0.002967089794847168,-0.22705078,0.19470215,0.42175293,0.0400959355963601,0.053654853054874184,False,False
811,esm2_0812,-0.08940360813373731,0.06809729424173372,0.004637241483045261,-0.27416992,0.11993408,0.394104,-0.09007306694984436,0.06775263558987667,False,False
812,esm2_0813,-0.01944297155185492,0.06108559525103882,0.003731449947173737,-0.24645996,0.1854248,0.43188477,-0.020570434712701372,0.060970374632165626,False,False
813,esm2_0814,-0.0986570057673142,0.052304813372534856,0.002735793501935701,-0.38671875,0.06463623,0.45135498,-0.09922884967592027,0.052393724581199334,False,False
814,esm2_0815,0.028492514089527195,0.046507881308001216,0.002162983023759129,-0.1607666,0.21862793,0.37939453,0.028972907033231524,0.04686156500013644,False,False
815,esm2_0816,0.01696620162134033,0.046870136885429695,0.002196809731658917,-0.16125488,0.19641113,0.35766602,0.01661883774730894,0.04695451224922067,False,False
816,esm2_0817,0.05574194995994441,0.05021277708396196,0.002521322982483656,-0.11175537,0.2644043,0.37615967,0.0559010946088367,0.04995060134138205,False,False
817,esm2_0818,0.013864566298092114,0.0641814651746575,0.004119260471965773,-0.22045898,0.20617676,0.42663574,0.013975149889787038,0.06498466069552424,False,False
818,esm2_0819,0.11502830222761723,0.06724626046355613,0.004522059546332433,-0.07672119,0.4020996,0.4788208,0.11501452691025205,0.06673481755018548,False,False
819,esm2_0820,-0.12843790911675557,0.08438362025256858,0.007120595366929702,-0.33935547,0.13110352,0.47045898,-0.1298482808801863,0.08431678063433701,False,False
820,esm2_0821,0.09533046802855226,0.0390596266728407,0.0015256544358216884,-0.030593872,0.2763672,0.30696106,0.09481496546003554,0.03868522613631301,False,False
821,esm2_0822,0.14844073466005653,0.060400625404660645,0.0036482355492741367,-0.02178955,0.31030273,0.3320923,0.14875765376620823,0.060229222548612626,False,False
822,esm2_0823,-0.15204688526284812,0.07596818265963323,0.0057711647766073996,-0.37524414,0.07318115,0.4484253,-0.1528887218899197,0.07715111606279158,False,False
823,esm2_0824,-0.0410965431014388,0.04655911184383839,0.0021677508956870523,-0.16833496,0.15393066,0.32226562,-0.04143865572081672,0.047645986668434205,False,False
824,esm2_0825,-0.031132085011087433,0.053821807907977526,0.002896787006483232,-0.19506836,0.12237549,0.31744385,-0.031548512313101025,0.05370114177988926,False,False
825,esm2_0826,0.08605624713855367,0.1018256048350411,0.010368453800021946,-0.21618652,0.24938965,0.46557617,0.08878375209040112,0.10000202179342055,False,False
826,esm2_0827,-0.04430783919568332,0.07188795814372226,0.005167878526073563,-0.1809082,0.17834473,0.35925293,-0.046008745498127404,0.07052255899789722,False,False
827,esm2_0828,0.07586761214227708,0.07626223611729908,0.0058159286576106774,-0.21240234,0.27368164,0.48608398,0.07483794225586785,0.07605335505509987,False,False
828,esm2_0829,-0.00899669928238474,0.04238978766689526,0.0017968940984444655,-0.2578125,0.113708496,0.371521,-0.0095776686237918,0.04251934050888723,False,False
829,esm2_0830,0.03195036396996163,0.04683759063612411,0.0021937598965971407,-0.13378906,0.20947266,0.34326172,0.032066399190160966,0.04681837900961644,False,False
830,esm2_0831,0.016500486253236694,0.05106503332084506,0.002607637628059016,-0.15771484,0.16308594,0.32080078,0.015101209614011976,0.05110079783529812,False,False
831,esm2_0832,0.03073432542110786,0.05761152414975836,0.003319087714858191,-0.15100098,0.22351074,0.37451172,0.031010229306088554,0.05795882120849733,False,False
832,esm2_0833,-0.08127908780757383,0.03778013664956468,0.0014273387252597802,-0.24523926,0.0736084,0.31884766,-0.08274380101097954,0.037691139614311336,False,False
833,esm2_0834,-0.018918791105691654,0.05288070175517703,0.0027963686181199827,-0.16870117,0.22277832,0.3914795,-0.019038921346267064,0.05226265429627853,False,False
834,esm2_0835,0.026765036926946945,0.05513365120518359,0.0030397194952148424,-0.14794922,0.16101074,0.30895996,0.02785977456304762,0.054801363113277275,False,False
835,esm2_0836,-0.07912361079394883,0.04996232026937896,0.002496233446699996,-0.2529297,0.07159424,0.32452393,-0.07835011978944142,0.04985416033136757,False,False
836,esm2_0837,0.14754975761610448,0.1352407847240751,0.018290069852783624,-0.41357422,0.35668945,0.7702637,0.14991481610470347,0.13465950058320877,False,False
837,esm2_0838,-0.007884868175684413,0.061108460667962446,0.003734243965207913,-0.2512207,0.20202637,0.45324707,-0.0071593023836612705,0.0603045381823634,False,False
838,esm2_0839,0.0052867314791705845,0.03927277200992737,0.0015423506213437343,-0.1394043,0.13696289,0.2763672,0.005916809207863278,0.03984616341005407,False,False
839,esm2_0840,-0.0629253022281761,0.07382109529739943,0.005449554110907729,-0.24780273,0.21386719,0.46166992,-0.06335831946796841,0.07425267935191834,False,False
840,esm2_0841,-0.02747610075756924,0.041444836531705866,0.0017176744751398211,-0.16015625,0.14990234,0.3100586,-0.026975443545315,0.04183885393314149,False,False
841,esm2_0842,-0.09939226074832658,0.05508848861519079,0.0030347415779060057,-0.27856445,0.09490967,0.37347412,-0.09861226297087139,0.056292846728915956,False,False
842,esm2_0843,0.025156657518477867,0.04982835421243073,0.0024828648835194633,-0.25805664,0.17980957,0.4378662,0.02540259634455045,0.04929084538737258,False,False
843,esm2_0844,0.026482577858436916,0.08980828422589095,0.008065527915598412,-0.27807617,0.24047852,0.5185547,0.028201185994678073,0.08816050144971616,False,False
844,esm2_0845,0.058971284100006474,0.05928089773695205,0.0035142248364989667,-0.083984375,0.33154297,0.41552734,0.05734390252166324,0.05949371596823893,False,False
