dimension_index_zero_based,dimension_name,overall_mean,overall_sd,overall_variance,overall_minimum,overall_maximum,overall_range,development_mean,development_sd,constant_overall,near_zero_sd_overall
291,esm2_0292,-0.03663767376432937,0.0434583915769343,0.001888631798454154,-0.20739746,0.17016602,0.37756348,-0.03662867711650001,0.04303216642935258,False,False
292,esm2_0293,-0.09748607629147274,0.0551276534819383,0.003039058178424664,-0.24804688,0.14453125,0.39257812,-0.09739004969596862,0.05613878022836612,False,False
293,esm2_0294,0.010587119963536914,0.039698321092101856,0.0015759566975316192,-0.13061523,0.14111328,0.27172852,0.010224909004237916,0.0395521147543447,False,False
294,esm2_0295,-0.004119260395803674,0.04354020110971956,0.0018957491126748243,-0.14929199,0.13720703,0.28649902,-0.0034135941829946306,0.04428629194072024,False,False
295,esm2_0296,0.05115052968362857,0.03825498740296111,0.0014634440612007137,-0.07965088,0.21557617,0.29522705,0.05114798976315393,0.03891342470126272,False,False
296,esm2_0297,-0.13909959541706082,0.06842830359648025,0.0046824327330920726,-0.29882812,0.0826416,0.38146973,-0.1380625249611007,0.06903881059975198,False,False
297,esm2_0298,-0.02940095549286007,0.04827842972450062,0.002330806776663545,-0.12390137,0.27172852,0.39562988,-0.02940556382139524,0.04857226182610499,False,False
298,esm2_0299,0.15749938532991228,0.06707902597105318,0.004499595725225227,-0.11999512,0.3737793,0.4937744,0.15778977341122097,0.06607658405496601,False,False
299,esm2_0300,0.036344887016880656,0.06803227890011049,0.004628390972342418,-0.14648438,0.32348633,0.4699707,0.03483445147673289,0.06838323900198323,False,False
300,esm2_0301,-0.049877220068073165,0.042220866779738776,0.0017826015916324494,-0.15246582,0.1907959,0.34326172,-0.04966686268647512,0.04324518284966988,False,False
301,esm2_0302,-0.001314597442068085,0.05042586023579931,0.0025427673805203657,-0.13317871,0.22973633,0.36291504,0.00038279957241482205,0.050921115374178455,False,False
302,esm2_0303,-0.01756563210460904,0.07990523551594798,0.006384846662859114,-0.23413086,0.1706543,0.40478516,-0.015598592989974552,0.0792720800002002,False,False
303,esm2_0304,-0.02901335826327613,0.060107447263495865,0.0036129052165339366,-0.2932129,0.1706543,0.4638672,-0.03042455381817288,0.05940402683590402,False,False
304,esm2_0305,0.007572933915717223,0.04759501913105447,0.0022652858460854406,-0.12237549,0.18859863,0.31097412,0.008960835304525164,0.04684431388662337,False,False
305,esm2_0306,-0.023282076092591957,0.04223487393761702,0.0017837845765264013,-0.17089844,0.1652832,0.33618164,-0.02315089777112007,0.04170955672252183,False,False
306,esm2_0307,0.021503473227878787,0.06038079673587304,0.0036458406144588163,-0.16210938,0.23876953,0.4008789,0.021549091570907168,0.06013561212287042,False,False
307,esm2_0308,-0.003962539343140631,0.05418396218215952,0.0029359017577576933,-0.15563965,0.16430664,0.3199463,-0.0034917371968428293,0.05452303184340565,False,False
308,esm2_0309,-0.024931111558031425,0.03656044144944788,0.0013366658789785069,-0.21020508,0.07745361,0.2876587,-0.0256166140238444,0.03631901007446141,False,False
309,esm2_0310,0.08407489044155582,0.05763922372610571,0.0033222801117480673,-0.18896484,0.20703125,0.3959961,0.08486449122428893,0.058547006589057704,False,False
310,esm2_0311,-0.0647784754650442,0.05246671765845082,0.002752756461851595,-0.21032715,0.119506836,0.32983398,-0.06400220178895527,0.05230912897266645,False,False
311,esm2_0312,-0.027101280289670075,0.041717199138360576,0.0017403247039496322,-0.2376709,0.15661621,0.3942871,-0.026808981928560467,0.0421318430507555,False,False
312,esm2_0313,0.0028596136069853483,0.053108135539354305,0.0028204740604664278,-0.23449707,0.22998047,0.46447754,0.003493677576382955,0.053967375227404316,False,False
313,esm2_0314,-0.058355866473469964,0.0418852385511739,0.0017543732084887448,-0.18493652,0.07562256,0.26055908,-0.058776006764835784,0.042310648784926644,False,False
314,esm2_0315,-0.04205917207302978,0.053311655883127446,0.002842132653000997,-0.25024414,0.14135742,0.39160156,-0.0424455759425958,0.05357568232615313,False,False
315,esm2_0316,0.01717011499881215,0.05160380571108207,0.002662952763867107,-0.1348877,0.20629883,0.34118652,0.017359006570445167,0.05212844453845468,False,False
316,esm2_0317,-0.02132641964826679,0.0531681988851213,0.002826857372687814,-0.24291992,0.17114258,0.4140625,-0.021333840820524426,0.05370316640585875,False,False
317,esm2_0318,-0.040710248904805076,0.0655547664483091,0.004297427404092352,-0.24645996,0.16088867,0.40734863,-0.04190484053558773,0.06378548515171611,False,False
318,esm2_0319,-0.007861635661151644,0.07959808979418954,0.006335855898883861,-0.31884766,0.2175293,0.53637695,-0.008544502986801995,0.07834455679834748,False,False
319,esm2_0320,0.08246718487649593,0.06311832970375482,0.003983923544591897,-0.22094727,0.2512207,0.47216797,0.08180486311515173,0.06325085074267418,False,False
320,esm2_0321,0.02884025684868985,0.05662917229750954,0.0032068631551010226,-0.2130127,0.20861816,0.42163086,0.02989378273487091,0.05672598221793966,False,False
321,esm2_0322,-0.02613046206327178,0.05417001918054178,0.002934390978020265,-0.2265625,0.1227417,0.3493042,-0.026891581383016373,0.052665925232918916,False,False
322,esm2_0323,-0.05806452968673621,0.0493057926782047,0.0024310611916261043,-0.21435547,0.17211914,0.3864746,-0.056656143731541105,0.04942155754900571,False,False
323,esm2_0324,-0.013489909494889034,0.038454547342474464,0.00147875221131461,-0.13110352,0.15795898,0.2890625,-0.013302024371094174,0.03791794732111047,False,False
324,esm2_0325,0.00868307446004548,0.04945982554321917,0.0024462743427656757,-0.28833008,0.14025879,0.42858887,0.008453877435790168,0.05049354341870538,False,False
325,esm2_0326,0.07525087540739782,0.05203303066280221,0.002707436279956115,-0.14892578,0.28125,0.43017578,0.07540720833672418,0.05186335264042962,False,False
326,esm2_0327,0.07408323827779519,0.046794531956282186,0.0021897282210075145,-0.1517334,0.22998047,0.38171387,0.07433343595928615,0.04629081675176066,False,False
327,esm2_0328,0.05478090663067376,0.04772029315047197,0.0022772263783669825,-0.08526611,0.28515625,0.37042236,0.05571606092982822,0.04852292967904467,False,False
328,esm2_0329,0.08142300292469155,0.05812970161069969,0.003379062209348982,-0.1340332,0.25683594,0.39086914,0.08213687903351254,0.05871024720325347,False,False
329,esm2_0330,-0.05383595562933817,0.07789265071874489,0.006067265035992389,-0.2956543,0.1418457,0.4375,-0.05611018008655972,0.07733677389560495,False,False
330,esm2_0331,-0.019735702200814435,0.053967593769937594,0.002912501177317007,-0.21594238,0.18200684,0.39794922,-0.020926701111925974,0.05360275704338567,False,False
331,esm2_0332,0.04541006654534038,0.06492659454238289,0.004215462678870984,-0.17565918,0.23303223,0.4086914,0.04598124325275421,0.06505236744654024,False,False
332,esm2_0333,0.08689870355396503,0.05309355476684946,0.0028189255577804433,-0.12017822,0.22375488,0.3439331,0.08720875498321322,0.0525979996188866,False,False
333,esm2_0334,0.026741318512174584,0.055253335303273414,0.0030529310621359605,-0.21716309,0.22937012,0.4465332,0.02757739739285575,0.054468351861280635,False,False
334,esm2_0335,-0.11435399971050639,0.04587308054849264,0.0021043395190084935,-0.26953125,0.03540039,0.30493164,-0.11459508803155687,0.04587803283522836,False,False
335,esm2_0336,0.03648460321500484,0.05775949918346282,0.003336159745924442,-0.15368652,0.25756836,0.41125488,0.03595312469535404,0.05834252179353194,False,False
336,esm2_0337,0.06280312262946837,0.07467675893525022,0.005576618325073473,-0.22143555,0.34814453,0.5695801,0.06101646944880486,0.0744926240106799,False,False
337,esm2_0338,0.0195259694650885,0.03679143578305669,0.0013536097469787844,-0.19555664,0.17016602,0.36572266,0.018496732082631855,0.03749909320908802,False,False
338,esm2_0339,-0.011401651503640194,0.04820420861380785,0.0023236457280835067,-0.15344238,0.16809082,0.3215332,-0.010859467999802695,0.0484677394396327,False,False
339,esm2_0340,0.003558490503906013,0.052176894758712684,0.002722428346661779,-0.17138672,0.21496582,0.38635254,0.003038208766116036,0.051850116868842167,False,False
340,esm2_0341,-0.019887712501923862,0.038690745617552126,0.0014969737964421292,-0.16357422,0.14465332,0.30822754,-0.019805771112442017,0.03843531896317667,False,False
341,esm2_0342,-0.03696756397315056,0.0452402290023578,0.002046678320185776,-0.18933105,0.13793945,0.3272705,-0.03599121156666014,0.046149509231513355,False,False
342,esm2_0343,-0.04493817716803852,0.044513454123881274,0.001981447598038883,-0.3166504,0.1505127,0.4671631,-0.044307860732078555,0.045677814888616546,False,False
343,esm2_0344,-0.01574211895928928,0.061068374966081,0.003729346420997869,-0.19091797,0.15820312,0.3491211,-0.015362481441762712,0.061082964025808366,False,False
344,esm2_0345,-0.03273748167347035,0.051322334762061654,0.0026339820454291223,-0.3569336,0.124572754,0.48150635,-0.032207925866047545,0.05171449129924386,False,False
345,esm2_0346,-0.02730921509527869,0.03509142903298609,0.0012314083915770993,-0.16137695,0.08770752,0.24908447,-0.027223970575465096,0.03467296718839423,False,False
346,esm2_0347,-0.06670975420504113,0.06995178648149881,0.0048932524319532,-0.21557617,0.21142578,0.42700195,-0.06755666269196405,0.06865125586170502,False,False
347,esm2_0348,-0.10632298762737448,0.05924934145847006,0.0035104844632623785,-0.25683594,0.08911133,0.34594727,-0.1072626637087928,0.058461335010346754,False,False
348,esm2_0349,0.0913310604010782,0.05152213422167833,0.0026545303147566374,-0.048187256,0.23925781,0.28744507,0.08899633056587643,0.05030832313842287,False,False
349,esm2_0350,0.023208211714631312,0.05007484024393535,0.0025074896254556472,-0.16015625,0.18200684,0.3421631,0.023785492446687487,0.050233975947879365,False,False
350,esm2_0351,0.0053919889818418035,0.05965410724117455,0.0035586125107415537,-0.17346191,0.24743652,0.42089844,0.00692278179857466,0.059596439990635935,False,False
351,esm2_0352,-0.04492480998298569,0.06202921552831312,0.0038476235790579215,-0.18725586,0.125,0.31225586,-0.04586057066917419,0.06169282889429939,False,False
352,esm2_0353,-0.012538192936371222,0.06294519916554239,0.003962098097989799,-0.2763672,0.2512207,0.5275879,-0.011682397292719946,0.06292728525195106,False,False
353,esm2_0354,0.030610402866156065,0.04715354248346312,0.002223456568739762,-0.16259766,0.19470215,0.3572998,0.030251320203145346,0.04732759736898505,False,False
354,esm2_0355,-0.019881526386565825,0.05323882173030001,0.002834372139230664,-0.17248535,0.21435547,0.38684082,-0.018257679955826864,0.0527193078559454,False,False
355,esm2_0356,-0.016269056765273727,0.05660922799128126,0.003204604693768861,-0.16174316,0.21166992,0.3734131,-0.015863716022835837,0.05734648196212696,False,False
356,esm2_0357,-0.07072895864535383,0.03963138014363093,0.0015706462920889836,-0.23046875,0.075927734,0.30639648,-0.07008489552471373,0.03981928335615823,False,False
357,esm2_0358,0.033124495822766775,0.04455506001274943,0.001985153372739703,-0.14013672,0.2064209,0.34655762,0.03259169492456648,0.04550115017550628,False,False
358,esm2_0359,-0.06029727304153781,0.050861906583823106,0.0025869335413415484,-0.2541504,0.1328125,0.3869629,-0.06127423842748006,0.05175387342164418,False,False
359,esm2_0360,-0.0034668614941087863,0.06827785050754474,0.0046618648699306275,-0.22546387,0.19311523,0.4185791,-0.0015964819325341119,0.06730258225464554,False,False
360,esm2_0361,0.04721991005007355,0.07892415695308677,0.006229022550755476,-0.20715332,0.3190918,0.5262451,0.044826342331038584,0.07896846511163559,False,False
361,esm2_0362,0.03247578559519845,0.08625022215864116,0.0074391008224149536,-0.24206543,0.18945312,0.43151855,0.03490225325028102,0.08491365344421528,False,False
362,esm2_0363,-0.0882016273502769,0.055209853363731826,0.0030481279084447702,-0.2467041,0.10253906,0.34924316,-0.08806518481837379,0.05491454205110307,False,False
363,esm2_0364,-0.0542244785501478,0.09997732021453613,0.009995464557279895,-0.24890137,0.29785156,0.5467529,-0.056738220155239105,0.09863252661434742,False,False
364,esm2_0365,0.02523411808744255,0.05030596739076953,0.002530690355121167,-0.25610352,0.25732422,0.51342773,0.024831317365169525,0.05094795944732196,False,False
365,esm2_0366,0.004569570576311084,0.050935219240666324,0.0025943965590947446,-0.13586426,0.16088867,0.29675293,0.005498916407426198,0.051623540815678305,False,False
366,esm2_0367,0.0066800274277368475,0.05965269588107752,0.003558444125880323,-0.19238281,0.17785645,0.37023926,0.005576312293608983,0.06045881401152789,False,False
367,esm2_0368,-0.06604467029709134,0.06563371914601729,0.004307785088938276,-0.23962402,0.14331055,0.38293457,-0.06359179450405969,0.06622102642372754,False,False
368,esm2_0369,0.1757304941642033,0.08922754601213186,0.007961554967347108,-0.08026123,0.38720703,0.46746826,0.1769957655833827,0.08766591697312236,False,False
369,esm2_0370,0.01339530931593443,0.059490733325385306,0.0035391473515921095,-0.2849121,0.18273926,0.46765137,0.013974544571505652,0.061236916434340496,False,False
370,esm2_0371,0.07158550716002164,0.08094789039163593,0.006552560958856304,-0.08099365,0.3876953,0.46868896,0.07054811467727025,0.08065751189621388,False,False
371,esm2_0372,0.11494700565983797,0.06470157996907648,0.0041862944504948,-0.114746094,0.3161621,0.4309082,0.11534195335374939,0.0640105848039898,False,False
372,esm2_0373,-0.021441703895882153,0.08275856436622983,0.006848979975959405,-0.31567383,0.16015625,0.47583008,-0.019518175390031603,0.0830099400322576,False,False
373,esm2_0374,0.009801619391594822,0.05098246752242528,0.0025992119946751484,-0.10974121,0.15185547,0.26159668,0.009245127025577757,0.05196159719258362,False,False
374,esm2_0375,-0.06081844342006298,0.04754969345155684,0.0022609733473370275,-0.19592285,0.12536621,0.32128906,-0.06143136090702481,0.047277598433258385,False,False
375,esm2_0376,0.01124158617394349,0.06526966689729918,0.004260129416884392,-0.16235352,0.27392578,0.4362793,0.0120701198776563,0.06451088661561544,False,False
376,esm2_0377,0.0011142631217456948,0.04348995691899574,0.001891376352816105,-0.113220215,0.23059082,0.34381104,0.0013561235533820258,0.044608169993947684,False,False
377,esm2_0378,0.07226680286981157,0.07226421366172638,0.0052221165761476415,-0.13195801,0.31445312,0.44641113,0.07070667255255911,0.0730129280488464,False,False
378,esm2_0379,0.1311047984810172,0.06807518697835896,0.004634231082138533,-0.105163574,0.3310547,0.43621826,0.13180325163735285,0.06792812650063113,False,False
